locus_id	chrom	start	end	gene	splice_score	strand	flag	recount_sources
WIPI1_68434419	chr17	68434419	68434420	WIPI1	0.227669	-	1	GTEX,SRA,TCGA
ABCA8_68876703	chr17	68876703	68876704	ABCA8	0.288935	-	1	GTEX,SRA,TCGA
ABCA6_69081145	chr17	69081145	69081146	ABCA6	0.317735	-	1	GTEX,SRA,TCGA
SOX9_72122243	chr17	72122243	72122244	SOX9	0.008530	+	1	GTEX,SRA,TCGA
CPSF4L_73261711	chr17	73261711	73261712	CPSF4L	0.020828	-	1	GTEX,SRA,TCGA
SDK2_73415992	chr17	73415992	73415993	SDK2	0.107377	-	1	GTEX,SRA,TCGA
LLGL2_75568959	chr17	75568959	75568960	LLGL2	0.092631	+	1	GTEX,SRA,TCGA
RECQL5_75665172	chr17	75665172	75665173	RECQL5	0.157123	-	1	GTEX,SRA,TCGA
UNC13D_75842355	chr17	75842355	75842356	UNC13D	0.013318	-	2	GTEX,SRA,TCGA
ACOX1_75953620	chr17	75953620	75953621	ACOX1	0.098996	-	1	GTEX,SRA,TCGA
ST6GALNAC1_76625527	chr17	76625527	76625528	ST6GALNAC1	0.241299	-	1	GTEX,SRA,TCGA
DNAH17_78505445	chr17	78505445	78505446	DNAH17	0.122852	-	1	GTEX,SRA,TCGA
NOTUM_81953857	chr17	81953857	81953858	NOTUM	0.173057	-	1	GTEX,SRA,TCGA
DUS1L_82063518	chr17	82063518	82063519	DUS1L	0.017285	-	1	GTEX,SRA,TCGA
HEXDC_82439629	chr17	82439629	82439630	HEXDC	0.149581	+	1	GTEX,SRA,TCGA
FN3KRP_82723110	chr17	82723110	82723111	FN3KRP	0.166463	+	1	GTEX,SRA,TCGA
FN3K_82743125	chr17	82743125	82743126	FN3K	0.229412	+	1	GTEX,SRA,TCGA
METTL4_2540666	chr18	2540666	2540667	METTL4	0.132405	-	1	GTEX,SRA,TCGA
SMCHD1_2673193	chr18	2673193	2673194	SMCHD1	0.019983	+	2	GTEX,SRA,TCGA
TGIF1_3457363	chr18	3457363	3457364	TGIF1	0.055695	+	1	GTEX,SRA,TCGA
RAB12_8625993	chr18	8625993	8625994	RAB12	0.219345	+	1	GTEX,SRA,TCGA
ANKRD30B_14769716	chr18	14769716	14769717	ANKRD30B	0.120994	+	1	GTEX,SRA,TCGA
DSC3_31005087	chr18	31005087	31005088	DSC3	0.091163	-	1	GTEX,SRA,TCGA
DSC3_31020988	chr18	31020988	31020989	DSC3	0.107695	-	1	GTEX,SRA,TCGA
DSC3_31023072	chr18	31023072	31023073	DSC3	0.085223	-	1	GTEX,SRA,TCGA
DSG2_31542518	chr18	31542518	31542519	DSG2	0.042183	+	1	GTEX,SRA,TCGA
DYNAP_54592298	chr18	54592298	54592299	DYNAP	0.211021	+	1	GTEX,SRA,TCGA
KIAA1468_62254812	chr18	62254812	62254813	KIAA1468	0.109092	+	1	GTEX,SRA,TCGA
SERPINB5_63490374	chr18	63490374	63490375	SERPINB5	0.167007	+	1	GTEX,SRA,TCGA
CCDC102B_68838549	chr18	68838549	68838550	CCDC102B	0.249783	+	1	GTEX,SRA,TCGA
SHC2_431162	chr19	431162	431163	SHC2	0.073281	-	1	GTEX,SRA,TCGA
ODF3L2_472153	chr19	472153	472154	ODF3L2	0.652646	-	1	GTEX,SRA,TCGA
BSG_578352	chr19	578352	578353	BSG	0.080068	+	1	GTEX,SRA,TCGA
MISP_761231	chr19	761231	761232	MISP	0.189702	+	1	GTEX,SRA,TCGA
ELANE_851672	chr19	851672	851673	ELANE	0.367333	+	1	GTEX,SRA,TCGA
GNA11_3111070	chr19	3111070	3111071	GNA11	0.083887	+	1	GTEX,SRA,TCGA
FZR1_3527120	chr19	3527120	3527121	FZR1	0.186759	+	1	GTEX,SRA,TCGA
CREB3L3_4168561	chr19	4168561	4168562	CREB3L3	0.009232	+	1	GTEX,SRA,TCGA
CHAF1A_4440020	chr19	4440020	4440021	CHAF1A	0.044093	+	1	GTEX,SRA,TCGA
DUS3L_5785511	chr19	5785511	5785512	DUS3L	0.276889	-	1	GTEX,SRA,TCGA
ADGRE1_6937542	chr19	6937542	6937543	ADGRE1	0.356752	+	1	GTEX,SRA,TCGA
KANK3_8333808	chr19	8333808	8333809	KANK3	0.116949	-	1	GTEX,SRA,TCGA
KEAP1_10489853	chr19	10489853	10489854	KEAP1	0.156366	-	1	GTEX,SRA,TCGA
TSPAN16_11296595	chr19	11296595	11296596	TSPAN16	0.033549	+	1	GTEX,SRA,TCGA
MAST1_12866164	chr19	12866164	12866165	MAST1	0.469510	+	1	GTEX,SRA,TCGA
CALR_12939426	chr19	12939426	12939427	CALR	0.059644	+	1	GTEX,SRA,TCGA
TMEM38A_16681030	chr19	16681030	16681031	TMEM38A	0.157762	+	1	GTEX,SRA
TMEM38A_16681689	chr19	16681689	16681690	TMEM38A	0.104586	+	1	GTEX,SRA,TCGA
CPAMD8_17026243	chr19	17026243	17026244	CPAMD8	0.194729	-	1	GTEX,SRA,TCGA
USE1_17219388	chr19	17219388	17219389	USE1	0.047324	+	1	GTEX,SRA,TCGA
OCEL1_17227837	chr19	17227837	17227838	OCEL1	0.103763	+	1	GTEX,SRA,TCGA
COLGALT1_17576672	chr19	17576672	17576673	COLGALT1	0.011731	+	1	GTEX,SRA,TCGA
LRRC25_18396075	chr19	18396075	18396076	LRRC25	0.409637	-	1	GTEX,SRA,TCGA
ELL_18456344	chr19	18456344	18456345	ELL	0.025308	-	1	GTEX,SRA,TCGA
TMEM59L_18607774	chr19	18607774	18607775	TMEM59L	0.458064	+	1	GTEX,SRA,TCGA
POP4_29609724	chr19	29609724	29609725	POP4	0.187159	+	1	GTEX,SRA,TCGA
RHPN2_33009024	chr19	33009024	33009025	RHPN2	0.015978	-	1	GTEX,SRA,TCGA
DMKN_35510595	chr19	35510595	35510596	DMKN	0.164938	-	1	GTEX,SRA,TCGA
HAUS5_35615930	chr19	35615930	35615931	HAUS5	0.258733	+	1	GTEX,SRA,TCGA
ARHGAP33_35784705	chr19	35784705	35784706	ARHGAP33	0.153963	+	1	GTEX,SRA,TCGA
ZNF793_37507643	chr19	37507643	37507644	ZNF793	0.030660	+	1	GTEX,SRA,TCGA
ZNF781_37691942	chr19	37691942	37691943	ZNF781	0.034660	-	1	GTEX,SRA,TCGA
ITPKC_40727730	chr19	40727730	40727731	ITPKC	0.506987	+	1	GTEX,SRA,TCGA
CEACAM6_41763455	chr19	41763455	41763456	CEACAM6	0.420696	+	1	GTEX,SRA,TCGA
LYPD4_41843239	chr19	41843239	41843240	LYPD4	0.115012	-	1	GTEX,SRA,TCGA
TMEM145_42314790	chr19	42314790	42314791	TMEM145	0.028883	+	1	GTEX,SRA,TCGA
CADM4_43624903	chr19	43624903	43624904	CADM4	0.312722	-	1	GTEX,SRA,TCGA
IGFL2_46148301	chr19	46148301	46148302	IGFL2	0.115483	+	1	GTEX,SRA,TCGA
SULT2B1_48589194	chr19	48589194	48589195	SULT2B1	0.182499	+	1	GTEX,SRA,TCGA
CA11_48644979	chr19	48644979	48644980	CA11	0.087379	-	1	GTEX,SRA,TCGA
DHDH_48939858	chr19	48939858	48939859	DHDH	0.146686	+	1	GTEX,SRA,TCGA
FTL_48966219	chr19	48966219	48966220	FTL	0.031545	+	1	GTEX,SRA,TCGA
CGB1_49036521	chr19	49036521	49036522	CGB1	0.071767	-	1	GTEX,SRA,TCGA
SLC6A16_49309411	chr19	49309411	49309412	SLC6A16	0.099931	-	1	GTEX,SRA,TCGA
ALDH16A1_49456925	chr19	49456925	49456926	ALDH16A1	0.060860	+	1	GTEX,SRA,TCGA
TBC1D17_49879518	chr19	49879518	49879519	TBC1D17	0.020960	+	1	GTEX,SRA,TCGA
IZUMO2_50159036	chr19	50159036	50159037	IZUMO2	0.181828	-	1	GTEX,SRA
SIGLEC6_51525525	chr19	51525525	51525526	SIGLEC6	0.011478	-	1	GTEX,SRA,TCGA
ZNF175_51581603	chr19	51581603	51581604	ZNF175	0.038790	+	1	GTEX,SRA,TCGA
CTD-2525I3.2_52175989	chr19	52175989	52175990	CTD-2525I3.2	0.408904	+	1	GTEX,SRA,TCGA
NLRP9_55728736	chr19	55728736	55728737	NLRP9	0.062717	-	1	GTEX,SRA,TCGA
ZNF583_56421524	chr19	56421524	56421525	ZNF583	0.025442	+	1	GTEX,SRA,TCGA
ZNF470_56573983	chr19	56573983	56573984	ZNF470	0.083980	+	1	GTEX,SRA,TCGA
ZNF304_57355783	chr19	57355783	57355784	ZNF304	0.041077	+	1	GTEX,SRA,TCGA
TPO_1413722	chr2	1413722	1413723	TPO	0.080175	+	1	GTEX,SRA,TCGA
YWHAQ_9588109	chr2	9588109	9588110	YWHAQ	0.028957	-	1	GTEX,SRA,TCGA
GRHL1_9952294	chr2	9952294	9952295	GRHL1	0.347837	+	1	GTEX,SRA,TCGA
E2F6_11449236	chr2	11449236	11449237	E2F6	0.041536	-	1	GTEX,SRA,TCGA
WDR35_19941611	chr2	19941611	19941612	WDR35	0.013507	-	1	GTEX,SRA,TCGA
WDR35_19977924	chr2	19977924	19977925	WDR35	0.198052	-	1	GTEX,SRA,TCGA
APOB_21033518	chr2	21033518	21033519	APOB	0.118691	-	2	GTEX,SRA,TCGA
APOB_21038111	chr2	21038111	21038112	APOB	0.184735	-	1	GTEX,SRA,TCGA
FAM228B_24093893	chr2	24093893	24093894	FAM228B	0.148368	+	1	GTEX,SRA,TCGA
FOSL2_28410224	chr2	28410224	28410225	FOSL2	0.106255	+	1	GTEX,SRA,TCGA
PLB1_28530265	chr2	28530265	28530266	PLB1	0.251824	+	1	GTEX,SRA,TCGA
PLB1_28601763	chr2	28601763	28601764	PLB1	0.032050	+	1	GTEX,SRA,TCGA
XDH_31383152	chr2	31383152	31383153	XDH	0.066322	-	1	GTEX,SRA,TCGA
SRD5A2_31529457	chr2	31529457	31529458	SRD5A2	0.083724	-	1	GTEX,SRA,TCGA
MEMO1_31886787	chr2	31886787	31886788	MEMO1	0.510267	-	1	GTEX,SRA,TCGA
NLRC4_32238594	chr2	32238594	32238595	NLRC4	0.118503	-	1	GTEX,SRA,TCGA
BIRC6_32439506	chr2	32439506	32439507	BIRC6	0.043069	+	1	GTEX,SRA,TCGA
BIRC6_32521811	chr2	32521811	32521812	BIRC6	0.000049	+	1	GTEX,SRA,TCGA
RASGRP3_33520551	chr2	33520551	33520552	RASGRP3	0.077069	+	1	GTEX,SRA,TCGA
AC020594.5_33558610	chr2	33558610	33558611	AC020594.5	0.159153	-	1	GTEX,SRA,TCGA
RMDN2_37993589	chr2	37993589	37993590	RMDN2	0.186713	+	1	GTEX,SRA,TCGA
CDKL4_39189346	chr2	39189346	39189347	CDKL4	0.340883	-	1	GTEX,SRA,TCGA
PPP1R21_48462271	chr2	48462271	48462272	PPP1R21	0.049955	+	1	GTEX,SRA,TCGA
PSME4_53913870	chr2	53913870	53913871	PSME4	0.585809	-	1	GTEX,SRA,TCGA
EML6_54848125	chr2	54848125	54848126	EML6	0.146033	+	1	GTEX,SRA,TCGA
PAPOLG_60781883	chr2	60781883	60781884	PAPOLG	0.068586	+	1	GTEX,SRA,TCGA
KIAA1841_61113848	chr2	61113848	61113849	KIAA1841	0.018992	+	1	GTEX,SRA,TCGA
USP34_61314000	chr2	61314000	61314001	USP34	0.436425	-	1	GTEX,SRA,TCGA
UGP2_63884378	chr2	63884378	63884379	UGP2	0.074399	+	1	GTEX,SRA,TCGA
PELI1_64097061	chr2	64097061	64097062	PELI1	0.179135	-	1	GTEX,SRA,TCGA
AAK1_69531600	chr2	69531600	69531601	AAK1	0.108421	-	1	GTEX,SRA
GMCL1_69867800	chr2	69867800	69867801	GMCL1	0.031104	+	1	GTEX,SRA,TCGA
TIA1_70225464	chr2	70225464	70225465	TIA1	0.014031	-	2	GTEX,SRA,TCGA
DYSF_71664635	chr2	71664635	71664636	DYSF	0.035376	+	1	GTEX,SRA,TCGA
M1AP_74647274	chr2	74647274	74647275	M1AP	0.068641	-	1	GTEX,SRA,TCGA
PROM2_95287394	chr2	95287394	95287395	PROM2	0.449849	+	1	GTEX,SRA,TCGA
TMEM131_97815606	chr2	97815606	97815607	TMEM131	0.154575	-	1	GTEX,SRA,TCGA
INPP4A_98550518	chr2	98550518	98550519	INPP4A	0.091963	+	1	GTEX,SRA,TCGA
TSGA10_99117073	chr2	99117073	99117074	TSGA10	0.029859	-	1	GTEX,SRA,TCGA
NPAS2_100968715	chr2	100968715	100968716	NPAS2	0.152350	+	1	GTEX,SRA,TCGA
NPAS2_100993345	chr2	100993345	100993346	NPAS2	0.098183	+	1	GTEX,SRA,TCGA
IL1RL1_102338835	chr2	102338835	102338836	IL1RL1	0.163285	+	1	GTEX,SRA,TCGA
IL18RAP_102422546	chr2	102422546	102422547	IL18RAP	0.279314	+	1	GTEX,SRA,TCGA
IL18RAP_102444091	chr2	102444091	102444092	IL18RAP	0.021367	+	1	GTEX,SRA,TCGA
C2orf49_105341700	chr2	105341700	105341701	C2orf49	0.221791	+	1	GTEX,SRA,TCGA
LINC00116_110214478	chr2	110214478	110214479	LINC00116	0.436997	-	1	GTEX,SRA,TCGA
TMEM87B_112095422	chr2	112095422	112095423	TMEM87B	0.015923	+	1	GTEX,SRA,TCGA
TTL_112521340	chr2	112521340	112521341	TTL	0.291986	+	1	GTEX,SRA,TCGA
POLR1B_112572560	chr2	112572560	112572561	POLR1B	0.148543	+	1	GTEX,SRA,TCGA
SLC20A1_112649928	chr2	112649928	112649929	SLC20A1	0.086421	+	2	GTEX,SRA,TCGA
IL36G_112978618	chr2	112978618	112978619	IL36G	0.070218	+	1	GTEX,SRA,TCGA
DPP10_115750192	chr2	115750192	115750193	DPP10	0.378630	+	1	GTEX,SRA,TCGA
SCTR_119453132	chr2	119453132	119453133	SCTR	0.103257	-	1	GTEX,SRA,TCGA
UGGT1_128135239	chr2	128135239	128135240	UGGT1	0.178813	+	1	GTEX,SRA,TCGA
FAM168B_131053015	chr2	131053015	131053016	FAM168B	0.217242	-	1	GTEX,SRA,TCGA
LYPD1_132669495	chr2	132669495	132669496	LYPD1	0.346577	-	1	GTEX,SRA,TCGA
AC079584.3_143603735	chr2	143603735	143603736	AC079584.3	0.260689	+	1	GTEX,SRA,TCGA
RND3_150470688	chr2	150470688	150470689	RND3	0.019242	-	1	GTEX,SRA,TCGA
ERMN_157323229	chr2	157323229	157323230	ERMN	0.100930	-	1	GTEX,SRA,TCGA
BAZ2B_159411906	chr2	159411906	159411907	BAZ2B	0.404759	-	1	GTEX,SRA,TCGA
IFIH1_162308906	chr2	162308906	162308907	IFIH1	0.061231	-	1	GTEX,SRA,TCGA
SCN2A_165309163	chr2	165309163	165309164	SCN2A	0.127126	+	1	GTEX,SRA,TCGA
SPC25_168873683	chr2	168873683	168873684	SPC25	0.091091	-	1	GTEX,SRA,TCGA
CHRNA1_174760989	chr2	174760989	174760990	CHRNA1	0.355318	-	1	GTEX,SRA,TCGA
ATP5G3_175179529	chr2	175179529	175179530	ATP5G3	0.173761	-	1	GTEX,SRA,TCGA
PLEKHA3_178495985	chr2	178495985	178495986	PLEKHA3	0.058218	+	1	GTEX,SRA,TCGA
COL5A2_189050115	chr2	189050115	189050116	COL5A2	0.382511	-	1	GTEX,SRA,TCGA
ANKAR_189743273	chr2	189743273	189743274	ANKAR	0.050490	+	1	GTEX,SRA,TCGA
INPP1_190365183	chr2	190365183	190365184	INPP1	0.019980	+	1	GTEX,SRA,TCGA
MAIP1_199958927	chr2	199958927	199958928	MAIP1	0.047561	+	1	GTEX,SRA,TCGA
AOX1_200595596	chr2	200595596	200595597	AOX1	0.076367	+	1	GTEX,SRA,TCGA
EEF1B2_206160267	chr2	206160267	206160268	EEF1B2	0.019744	+	1	GTEX,SRA,TCGA
GPR1_206215170	chr2	206215170	206215171	GPR1	0.190628	-	1	GTEX,SRA,TCGA
CPO_206962410	chr2	206962410	206962411	CPO	0.027182	+	1	GTEX,SRA,TCGA
CRYGB_208143370	chr2	208143370	208143371	CRYGB	0.066645	-	1	GTEX,SRA,TCGA
C2orf80_208169587	chr2	208169587	208169588	C2orf80	0.106097	-	1	GTEX,SRA,TCGA
CPS1_210613422	chr2	210613422	210613423	CPS1	0.068732	+	1	GTEX,SRA,TCGA
ABCA12_215050793	chr2	215050793	215050794	ABCA12	0.043379	-	1	GTEX,SRA,TCGA
CFAP65_219039477	chr2	219039477	219039478	CFAP65	0.423674	-	1	GTEX,SRA,TCGA
STK11IP_219615705	chr2	219615705	219615706	STK11IP	0.085356	+	1	GTEX,SRA,TCGA
SLC4A3_219629070	chr2	219629070	219629071	SLC4A3	0.079878	+	1	GTEX,SRA,TCGA
DAW1_227888600	chr2	227888600	227888601	DAW1	0.078040	+	1	GTEX,SRA,TCGA
PTMA_231709399	chr2	231709399	231709400	PTMA	0.401057	+	1	GTEX,SRA,TCGA
MROH2A_233832502	chr2	233832502	233832503	MROH2A	0.065857	+	1	GTEX,SRA,TCGA
RBM44_237824227	chr2	237824227	237824228	RBM44	0.044506	+	1	GTEX,SRA,TCGA
TRAF3IP1_238344180	chr2	238344180	238344181	TRAF3IP1	0.134904	+	1	GTEX,SRA,TCGA
PASK_241122899	chr2	241122899	241122900	PASK	0.069790	-	1	GTEX,SRA,TCGA
HDLBP_241262588	chr2	241262588	241262589	HDLBP	0.100507	-	1	GTEX,SRA,TCGA
ZNF343_2493687	chr20	2493687	2493688	ZNF343	0.018593	-	1	GTEX,SRA,TCGA
ZNF343_2493691	chr20	2493691	2493692	ZNF343	0.018089	-	1	GTEX,SRA,TCGA
ZNF343_2493692	chr20	2493692	2493693	ZNF343	0.014170	-	1	GTEX,SRA,TCGA
C20orf194_3264105	chr20	3264105	3264106	C20orf194	0.178599	-	1	GTEX,SRA,TCGA
HSPA12B_3751388	chr20	3751388	3751389	HSPA12B	0.202456	+	1	GTEX,SRA,TCGA
RASSF2_4823314	chr20	4823314	4823315	RASSF2	0.011317	-	1	GTEX,SRA,TCGA
CDS2_5178815	chr20	5178815	5178816	CDS2	0.283033	+	1	GTEX,SRA,TCGA
HAO1_7937906	chr20	7937906	7937907	HAO1	0.119426	-	1	GTEX,SRA,TCGA
SNX5_17952711	chr20	17952711	17952712	SNX5	0.103070	-	1	GTEX,SRA,TCGA
KAT14_18160178	chr20	18160178	18160179	KAT14	0.037450	+	1	GTEX,SRA,TCGA
NAA20_20022987	chr20	20022987	20022988	NAA20	0.059461	+	1	GTEX,SRA,TCGA
NAA20_20024634	chr20	20024634	20024635	NAA20	0.122286	+	1	GTEX,SRA,TCGA
GZF1_23369747	chr20	23369747	23369748	GZF1	0.036359	+	1	GTEX,SRA,TCGA
CST8_23491408	chr20	23491408	23491409	CST8	0.041336	+	1	GTEX,SRA,TCGA
CST9_23605099	chr20	23605099	23605100	CST9	0.293683	-	1	GTEX,SRA,TCGA
GINS1_25416075	chr20	25416075	25416076	GINS1	0.097897	+	1	GTEX,SRA,TCGA
TTLL9_31920718	chr20	31920718	31920719	TTLL9	0.075057	+	1	SRA,TCGA
PDRG1_31948300	chr20	31948300	31948301	PDRG1	0.006290	-	1	GTEX,SRA,TCGA
NCOA6_34738858	chr20	34738858	34738859	NCOA6	0.057162	-	1	GTEX,SRA,TCGA
CPNE1_35631173	chr20	35631173	35631174	CPNE1	0.064523	-	1	GTEX,SRA,TCGA
RPN2_37238985	chr20	37238985	37238986	RPN2	0.024455	+	1	GTEX,SRA,TCGA
DHX35_38962112	chr20	38962112	38962113	DHX35	0.106460	+	1	GTEX,SRA,TCGA
PLCG1_41163919	chr20	41163919	41163920	PLCG1	0.072882	+	1	GTEX,SRA,TCGA
ZHX3_41206269	chr20	41206269	41206270	ZHX3	0.399024	-	1	GTEX,SRA,TCGA
CHD6_41486235	chr20	41486235	41486236	CHD6	0.004455	-	1	GTEX,SRA,TCGA
SRSF6_43458359	chr20	43458359	43458360	SRSF6	0.148200	+	1	GTEX,SRA,TCGA
SLPI_45253833	chr20	45253833	45253834	SLPI	0.195718	-	1	GTEX,SRA,TCGA
ZNF217_53569363	chr20	53569363	53569364	ZNF217	0.032437	-	1	GTEX,SRA,TCGA
NPEPL1_58705402	chr20	58705402	58705403	NPEPL1	0.001976	+	1	GTEX,SRA,TCGA
ADRM1_62306646	chr20	62306646	62306647	ADRM1	0.170835	+	2	GTEX,SRA,TCGA
RBBP8NL_62418138	chr20	62418138	62418139	RBBP8NL	0.055843	-	1	GTEX,SRA,TCGA
SLC17A9_62964133	chr20	62964133	62964134	SLC17A9	0.002469	+	1	GTEX,SRA,TCGA
SRMS_63541801	chr20	63541801	63541802	SRMS	0.444120	-	1	GTEX,SRA,TCGA
STMN3_63642400	chr20	63642400	63642401	STMN3	0.164525	-	1	GTEX,SRA,TCGA
LINC00176_64038449	chr20	64038449	64038450	LINC00176	0.046141	+	2	GTEX,SRA,TCGA
TPTE_10522043	chr21	10522043	10522044	TPTE	0.167827	+	1	GTEX,SRA,TCGA
TPTE_10605311	chr21	10605311	10605312	TPTE	0.104581	+	1	GTEX,SRA,TCGA
RBM11_14216430	chr21	14216430	14216431	RBM11	0.180037	+	1	GTEX,SRA,TCGA
RBM11_14223631	chr21	14223631	14223632	RBM11	0.002539	+	1	GTEX,SRA,TCGA
USP25_15764883	chr21	15764883	15764884	USP25	0.172600	+	1	GTEX,SRA,TCGA
USP25_15822410	chr21	15822410	15822411	USP25	0.096199	+	1	GTEX,SRA,TCGA
N6AMT1_28878333	chr21	28878333	28878334	N6AMT1	0.051748	-	1	GTEX,SRA,TCGA
SYNJ1_32670756	chr21	32670756	32670757	SYNJ1	0.039809	-	1	GTEX,SRA,TCGA
DOPEY2_36260430	chr21	36260430	36260431	DOPEY2	0.063233	+	1	GTEX,SRA,TCGA
DOPEY2_36260434	chr21	36260434	36260435	DOPEY2	0.034856	+	1	GTEX,SRA,TCGA
MORC3_36362653	chr21	36362653	36362654	MORC3	0.056431	+	1	SRA
ETS2_38819476	chr21	38819476	38819477	ETS2	0.061280	+	1	GTEX,SRA,TCGA
PSMG1_39183061	chr21	39183061	39183062	PSMG1	0.163103	-	1	GTEX,SRA,TCGA
BRWD1_39230240	chr21	39230240	39230241	BRWD1	0.307273	-	1	GTEX,SRA,TCGA
IGSF5_39788732	chr21	39788732	39788733	IGSF5	0.123282	+	1	GTEX,SRA,TCGA
ABCG1_42279891	chr21	42279891	42279892	ABCG1	0.053367	+	1	GTEX,SRA,TCGA
PDE9A_42768819	chr21	42768819	42768820	PDE9A	0.110972	+	1	GTEX,SRA,TCGA
TRAPPC10_44055696	chr21	44055696	44055697	TRAPPC10	0.127300	+	1	GTEX,SRA,TCGA
PWP2_44114541	chr21	44114541	44114542	PWP2	0.223961	+	1	GTEX,SRA,TCGA
PWP2_44120629	chr21	44120629	44120630	PWP2	0.394402	+	1	GTEX,SRA,TCGA
PWP2_44120946	chr21	44120946	44120947	PWP2	0.202541	+	1	GTEX,SRA,TCGA
TRPM2_44425448	chr21	44425448	44425449	TRPM2	0.021490	+	1	GTEX,SRA,TCGA
TRPM2_44425452	chr21	44425452	44425453	TRPM2	0.018001	+	1	GTEX,SRA,TCGA
ADARB1_45183960	chr21	45183960	45183961	ADARB1	0.030534	+	2	GTEX,SRA,TCGA
FTCD_46145947	chr21	46145947	46145948	FTCD	0.151770	-	1	GTEX,SRA,TCGA
MCM3AP_46272262	chr21	46272262	46272263	MCM3AP	0.480831	-	1	GTEX,SRA,TCGA
DIP2A_46490262	chr21	46490262	46490263	DIP2A	0.017430	+	1	GTEX,SRA,TCGA
GAB4_16989527	chr22	16989527	16989528	GAB4	0.087140	-	1	GTEX,SRA,TCGA
IL17RA_17099309	chr22	17099309	17099310	IL17RA	0.022429	+	1	GTEX,SRA,TCGA
MICAL3_17899841	chr22	17899841	17899842	MICAL3	0.016881	-	1	GTEX,SRA,TCGA
CLTCL1_19228199	chr22	19228199	19228200	CLTCL1	0.297849	-	1	GTEX,SRA,TCGA
HIRA_19408273	chr22	19408273	19408274	HIRA	0.073670	-	1	GTEX,SRA,TCGA
CDC45_19499099	chr22	19499099	19499100	CDC45	0.194121	+	1	GTEX,SRA,TCGA
SEPT5_19719804	chr22	19719804	19719805	SEPT5	0.162302	+	1	GTEX,SRA,TCGA
ARVCF_19978436	chr22	19978436	19978437	ARVCF	0.036860	-	1	GTEX,SRA,TCGA
ARVCF_19978441	chr22	19978441	19978442	ARVCF	0.049132	-	1	GTEX,SRA,TCGA
CABIN1_24113382	chr22	24113382	24113383	CABIN1	0.270170	+	1	GTEX,SRA,TCGA
GGT5_24233305	chr22	24233305	24233306	GGT5	0.020114	-	1	GTEX,SRA,TCGA
C22orf31_29059682	chr22	29059682	29059683	C22orf31	0.528647	-	1	GTEX,SRA,TCGA
EMID1_29234202	chr22	29234202	29234203	EMID1	0.154903	+	1	GTEX,SRA,TCGA
MTMR3_29994169	chr22	29994169	29994170	MTMR3	0.109471	+	1	GTEX,SRA,TCGA
SF3A1_30342350	chr22	30342350	30342351	SF3A1	0.162801	-	1	GTEX,SRA,TCGA
RRP7A_42519411	chr22	42519411	42519412	RRP7A	0.305456	-	1	GTEX,SRA,TCGA
TSPO_43161050	chr22	43161050	43161051	TSPO	0.431408	+	1	GTEX,SRA,TCGA
FAM118A_45328390	chr22	45328390	45328391	FAM118A	0.062434	+	1	GTEX,SRA,TCGA
ATXN10_45737082	chr22	45737082	45737083	ATXN10	0.138806	+	1	GTEX,SRA,TCGA
CERK_46691869	chr22	46691869	46691870	CERK	0.035324	-	1	GTEX,SRA,TCGA
IL17REL_49999502	chr22	49999502	49999503	IL17REL	0.075523	-	1	GTEX,SRA,TCGA
SELENOO_50212683	chr22	50212683	50212684	SELENOO	0.062468	+	1	GTEX,SRA,TCGA
SRGAP3_8993283	chr3	8993283	8993284	SRGAP3	0.125017	-	1	GTEX,SRA,TCGA
IL17RC_9928164	chr3	9928164	9928165	IL17RC	0.061468	+	1	GTEX,SRA,TCGA
FANCD2_10043048	chr3	10043048	10043049	FANCD2	0.169104	+	1	GTEX,SRA,TCGA
TSEN2_12494304	chr3	12494304	12494305	TSEN2	0.140451	+	1	GTEX,SRA,TCGA
NUP210_13325998	chr3	13325998	13325999	NUP210	0.307995	-	1	GTEX,SRA,TCGA
NUP210_13347089	chr3	13347089	13347090	NUP210	0.146931	-	1	GTEX,SRA,TCGA
C3orf20_14682498	chr3	14682498	14682499	C3orf20	0.080597	+	1	GTEX,SRA,TCGA
C3orf20_14682502	chr3	14682502	14682503	C3orf20	0.059574	+	1	GTEX,SRA,TCGA
C3orf20_14722566	chr3	14722566	14722567	C3orf20	0.056882	+	1	GTEX,SRA,TCGA
UBE2E1_23888426	chr3	23888426	23888427	UBE2E1	0.019344	+	1	GTEX,SRA,TCGA
GLB1_33066076	chr3	33066076	33066077	GLB1	0.009856	-	1	GTEX,SRA,TCGA
GOLGA4_37315928	chr3	37315928	37315929	GOLGA4	0.072842	+	1	GTEX,SRA,TCGA
ACAA1_38136801	chr3	38136801	38136802	ACAA1	0.049508	-	1	GTEX,SRA,TCGA
ACAA1_38136805	chr3	38136805	38136806	ACAA1	0.075469	-	1	GTEX,SRA,TCGA
OXSR1_38234759	chr3	38234759	38234760	OXSR1	0.250679	+	1	GTEX,SRA,TCGA
XYLB_38347823	chr3	38347823	38347824	XYLB	0.070600	+	1	GTEX,SRA
XYLB_38372542	chr3	38372542	38372543	XYLB	0.023783	+	2	GTEX,SRA,TCGA
XYLB_38372547	chr3	38372547	38372548	XYLB	0.007756	+	1	GTEX,SRA,TCGA
EIF1B_40310304	chr3	40310304	40310305	EIF1B	0.029312	+	1	GTEX,SRA,TCGA
SETD2_47043370	chr3	47043370	47043371	SETD2	0.009722	-	1	GTEX,SRA,TCGA
