decoyID	intron_gc	site_gc_49nt
MSANTD1_3250146	0.597435	0.591837
MSANTD1_3250751	0.597435	0.693878
MSH2_47411726	0.428221	0.428571
MSH2_47464411	0.379960	0.571429
MSH2_47477090	0.365882	0.387755
MSH3_80673125	0.373823	0.306122
MSH3_80762126	0.349057	0.306122
MSH3_80790679	0.346443	0.428571
MSH3_80864639	0.377858	0.306122
MSH4_75805774	0.366808	0.326531
MSH4_75878770	0.389302	0.510204
MSI1_120347148	0.577916	0.530612
MSI1_120347582	0.529120	0.591837
MSI2_57420162	0.475531	0.530612
MSI2_57541962	0.484012	0.571429
MSL3_11762549	0.357877	0.510204
MSLNL_769767	0.632911	0.693878
MSLNL_771247	0.560976	0.673469
MSMB_46036177	0.455670	0.693878
MSMO1_165331421	0.410762	0.387755
MSMO1_165338539	0.274510	0.408163
MSN_65734376	0.457704	0.408163
MSR1_16167419	0.364479	0.571429
MSR1_16176401	0.359381	0.489796
MSRA_10090345	0.422735	0.489796
MSRA_10384927	0.469008	0.551020
MSRA_10400485	0.469008	0.510204
MSRB2_23097394	0.418320	0.510204
MSRB2_23113826	0.413467	0.510204
MSRB2_23120038	0.444104	0.448980
MST1R_49890095	0.580189	0.632653
MSTN_190060819	0.326622	0.469388
MSTO1_155610087	0.670130	0.612245
MTA1_105456225	0.603183	0.591837
MTA2_62594661	0.416185	0.428571
MTA3_42601010	0.446211	0.632653
MTA3_42640125	0.418922	0.387755
MTBP_120456167	0.305242	0.408163
MTBP_120460796	0.314743	0.428571
MTBP_120490340	0.408920	0.306122
MTBP_120494543	0.340076	0.408163
MTBP_120499895	0.347377	0.367347
MTBP_120502365	0.347377	0.367347
MTCH1_36975604	0.461377	0.612245
MTCL1_8718310	0.390456	0.510204
MTCL1_8783140	0.484478	0.571429
MTCL1_8795912	0.444230	0.530612
MTCL1_8817466	0.408623	0.387755
MTCL1_8819887	0.454463	0.571429
MTCL1_8823321	0.473437	0.551020
MTCL1_8827609	0.472150	0.612245
MTDH_97688008	0.355447	0.448980
MTDH_97712338	0.418897	0.408163
MTERF3_96252530	0.392431	0.428571
MTF1_37816083	0.470302	0.551020
MTF1_37836032	0.415625	0.653061
MTFR1_65704627	0.403603	0.489796
MTG1_133400889	0.482452	0.510204
MTG1_133401397	0.482452	0.428571
MTG1_133419478	0.432779	0.632653
MTG2_62194403	0.449242	0.551020
MTG2_62198496	0.572072	0.693878
MTHFD1_64412943	0.463277	0.571429
MTHFD2_74211083	0.378590	0.489796
MTHFD2_74212544	0.417269	0.591837
MTHFR_11799205	0.486884	0.591837
MTHFSD_86542610	0.478251	0.428571
MTIF2_55241133	0.411722	0.469388
MTIF2_55253173	0.386446	0.306122
MTIF2_55257355	0.398531	0.591837
MTMR10_30945533	0.448114	0.571429
MTMR10_30961188	0.383290	0.510204
MTMR11_149934526	0.494553	0.551020
MTMR12_32232302	0.480876	0.469388
MTMR12_32242455	0.399856	0.387755
MTMR12_32248248	0.372093	0.469388
MTMR12_32253378	0.428530	0.244898
MTMR12_32268079	0.430744	0.632653
MTMR14_9649826	0.494843	0.612245
MTMR14_9656913	0.466518	0.306122
MTMR14_9660053	0.466518	0.571429
MTMR14_9667414	0.451521	0.367347
MTMR14_9669594	0.463023	0.510204
MTMR14_9683810	0.525373	0.428571
MTMR14_9690678	0.507202	0.591837
MTMR14_9698011	0.520010	0.632653
MTMR14_9698209	0.520010	0.530612
MTMR1_150720078	0.369509	0.448980
MTMR1_150720252	0.369509	0.408163
MTMR1_150732481	0.360087	0.367347
MTMR1_150761754	0.530975	0.591837
MTMR2_95887373	0.361048	0.448980
MTMR3_29974445	0.376203	0.367347
MTMR3_29983561	0.412645	0.489796
MTMR3_29994169	0.395769	0.346939
MTMR3_29995364	0.395769	0.571429
MTMR3_30002093	0.423918	0.346939
MTMR4_58510356	0.474295	0.571429
MTMR6_25274319	0.402271	0.244898
MTMR7_17304616	0.333872	0.367347
MTMR7_17366495	0.406167	0.408163
MTMR7_17372670	0.393639	0.326531
MTMR8_64355259	0.374698	0.367347
MTMR9_11298652	0.366525	0.530612
MTMR9_11300879	0.342924	0.387755
MTMR9_11308768	0.384418	0.285714
MTMR9_11321626	0.381910	0.408163
MTOR_11114936	0.456693	0.448980
MTOR_11121591	0.429508	0.448980
MTOR_11124737	0.477867	0.428571
MTOR_11139922	0.454400	0.571429
MTOR_11140516	0.454400	0.714286
MTOR_11144589	0.468336	0.693878
MTOR_11146559	0.470552	0.408163
MTOR_11214868	0.429678	0.489796
MTOR_11229356	0.444666	0.428571
MTOR_11233931	0.387786	0.448980
MTOR_11236228	0.463517	0.571429
MTOR_11252333	0.487117	0.510204
MTPAP_30321406	0.384304	0.326531
MTPAP_30337127	0.420888	0.489796
MTPAP_30339631	0.420888	0.428571
MTPAP_30342359	0.403584	0.387755
MTRR_7887223	0.326642	0.306122
MTRR_7889421	0.358779	0.285714
MTRR_7890098	0.358779	0.367347
MTRR_7898715	0.420105	0.510204
MTR_236827078	0.380454	0.428571
MTR_236843823	0.393392	0.489796
MTR_236880625	0.398443	0.326531
MTR_236881521	0.422502	0.428571
MTR_236883633	0.422502	0.448980
MTR_236889409	0.494989	0.469388
MTR_236891037	0.494989	0.510204
MTSS1L_70680602	0.689702	0.530612
MTSS1_124562536	0.492254	0.469388
MTSS1_124589810	0.512856	0.387755
MTSS1_124715876	0.473662	0.469388
MTTP_99577018	0.373954	0.408163
MTTP_99589551	0.344653	0.428571
MTTP_99596939	0.340815	0.448980
MTTP_99612412	0.352982	0.448980
MTTP_99619410	0.344037	0.326531
MTUS2_29483447	0.481088	0.571429
MTX1_155209943	0.459033	0.265306
MTX2_176328099	0.271747	0.224490
MUC13_124908891	0.403679	0.612245
MUC16_8866402	0.449294	0.510204
MUC16_8868792	0.454545	0.551020
MUC16_8871849	0.434571	0.489796
MUC16_8923731	0.431205	0.428571
MUC16_8943847	0.396930	0.428571
MUC17_101050435	0.512262	0.510204
MUC17_101052364	0.553275	0.469388
MUC17_101052432	0.553275	0.571429
MUC19_40464697	0.379687	0.551020
MUC19_40474171	0.378947	0.571429
MUC19_40500908	0.402597	0.530612
MUC19_40503058	0.404055	0.489796
MUC19_40504149	0.354167	0.387755
MUC19_40509271	0.392652	0.489796
MUC19_40513701	0.385135	0.367347
MUC19_40514209	0.378512	0.346939
MUC19_40558670	0.405455	0.326531
MUC19_40559839	0.352847	0.346939
MUC19_40565109	0.354508	0.306122
MUC19_40565228	0.354508	0.408163
MUC19_40567554	0.305439	0.285714
MUC20_195727381	0.481301	0.285714
MUC21_30987893	0.490566	0.469388
MUC22_31031974	0.471122	0.530612
MUC22_31033189	0.416746	0.408163
MUC2_1076939	0.666449	0.653061
MUC2_1092144	0.532616	0.653061
MUC2_1101221	0.664179	0.571429
MUC2_1106850	0.553422	0.551020
MUC2_1106858	0.553422	0.489796
MUC3A_100951756	0.563341	0.489796
MUC4_195749121	0.467105	0.408163
MUC4_195749277	0.467105	0.408163
MUC4_195759402	0.522195	0.510204
MUC4_195770934	0.572656	0.632653
MUC5AC_1174751	0.687259	0.714286
MUC5AC_1197466	0.663685	0.653061
MUC5B_1233524	0.660305	0.693878
MUC5B_1234466	0.668161	0.673469
MUC6_1014340	0.628409	0.632653
MUC6_1014770	0.628409	0.632653
MUC6_1018938	0.583333	0.591837
MUC6_1024469	0.686486	0.653061
MUC6_1029615	0.673367	0.591837
MUC6_1034038	0.670068	0.571429
MUCL1_54855980	0.408809	0.469388
MUCL1_54856628	0.408809	0.448980
MUM1_1362803	0.511822	0.591837
MUM1_1368395	0.575832	0.591837
MUM1_1371518	0.508279	0.408163
MURC_100585614	0.399279	0.428571
MUTYH_45330309	0.499072	0.489796
MUT_49441424	0.296097	0.306122
MVB12B_126381639	0.435436	0.265306
MVB12B_126398233	0.479431	0.673469
MVB12B_126416947	0.479431	0.571429
MVD_88654354	0.598597	0.530612
MVK_109578836	0.463895	0.551020
MVK_109584332	0.494073	0.469388
MVK_109593281	0.524796	0.510204
MVP_29831862	0.517864	0.632653
MVP_29838085	0.470643	0.510204
MVP_29840574	0.543134	0.612245
MX1_41436880	0.464975	0.489796
MX2_41382682	0.482500	0.632653
MXD1_69917337	0.375340	0.489796
MXRA7_76683262	0.577290	0.632653
MXRA7_76683949	0.577290	0.489796
MYBBP1A_4540647	0.650307	0.571429
MYBBP1A_4541283	0.650307	0.530612
MYBBP1A_4550737	0.566186	0.571429
MYBBP1A_4551263	0.566186	0.591837
MYBBP1A_4552713	0.491970	0.571429
MYBL2_43677501	0.476788	0.469388
MYBL2_43686664	0.504666	0.591837
MYBL2_43689951	0.476003	0.469388
MYBL2_43710809	0.540351	0.551020
MYBL2_43713366	0.522447	0.510204
MYBL2_43713883	0.522447	0.591837
MYBPC1_101615134	0.397378	0.571429
MYBPC1_101662837	0.375427	0.428571
MYBPC1_101670226	0.432466	0.469388
MYBPC1_101682546	0.321119	0.306122
MYBPC2_50436976	0.546070	0.469388
MYBPC2_50443423	0.494068	0.510204
MYBPC3_47334458	0.539282	0.428571
MYBPC3_47341335	0.548257	0.612245
MYBPC3_47344801	0.559256	0.408163
MYBPC3_47347708	0.647727	0.591837
MYBPC3_47348130	0.602317	0.510204
MYBPC3_47349399	0.559253	0.571429
MYBPHL_109295612	0.490385	0.469388
MYBPHL_109298000	0.548094	0.530612
MYCBP2_77063481	0.379760	0.612245
MYCBP2_77094654	0.360000	0.408163
MYCBP2_77144732	0.354778	0.428571
MYCBP2_77156641	0.382353	0.551020
MYCBP2_77160142	0.377239	0.530612
MYCBP2_77170007	0.369724	0.285714
MYCBP2_77172960	0.384155	0.489796
MYCBP2_77181392	0.318379	0.326531
MYCBP2_77211072	0.357061	0.346939
MYCBP2_77219806	0.372709	0.428571
MYCBP2_77221264	0.372709	0.408163
MYCBP2_77251779	0.332383	0.387755
MYCBP2_77292257	0.374483	0.387755
MYCBPAP_50523908	0.504579	0.387755
MYCBPAP_50524401	0.504579	0.469388
MYEF2_48158952	0.268116	0.285714
MYEF2_48160319	0.336162	0.387755
MYEF2_48160334	0.336162	0.346939
MYH10_8495382	0.460278	0.469388
MYH10_8514673	0.468328	0.510204
MYH10_8515368	0.468328	0.367347
MYH10_8549434	0.462861	0.306122
MYH10_8552333	0.394475	0.367347
MYH10_8573229	0.388657	0.346939
MYH10_8628847	0.454040	0.469388
MYH11_15717005	0.495983	0.448980
MYH11_15748254	0.525648	0.591837
MYH11_15748575	0.525648	0.551020
MYH11_15758210	0.492063	0.448980
MYH11_15771891	0.435281	0.591837
MYH13_10331834	0.523810	0.489796
MYH13_10331974	0.523810	0.612245
MYH13_10360416	0.428720	0.448980
MYH14_50204186	0.540577	0.387755
MYH14_50215192	0.494594	0.693878
MYH14_50223781	0.565920	0.612245
MYH14_50262010	0.570406	0.591837
MYH14_50271787	0.586093	0.551020
MYH14_50279775	0.477962	0.551020
MYH14_50306964	0.472678	0.489796
MYH14_50308233	0.468868	0.367347
MYH15_108382458	0.403931	0.387755
MYH15_108389813	0.391061	0.571429
MYH15_108393579	0.423810	0.428571
MYH15_108437777	0.385371	0.367347
MYH15_108492235	0.396283	0.530612
MYH1_10494039	0.372549	0.469388
MYH2_10523412	0.409639	0.469388
MYH2_10527056	0.400868	0.469388
MYH2_10539766	0.312329	0.367347
MYH3_10651059	0.437838	0.591837
MYH4_10456957	0.403935	0.591837
MYH6_23388524	0.592308	0.673469
MYH7B_34976921	0.508912	0.571429
MYH7B_34986841	0.595342	0.551020
MYH7B_34993100	0.532323	0.612245
MYH8_10392194	0.381206	0.530612
MYH8_10399032	0.336890	0.326531
MYH8_10399037	0.336890	0.367347
MYH9_36297699	0.530987	0.469388
MYH9_36299417	0.600554	0.714286
MYH9_36304181	0.584949	0.653061
MYH9_36323215	0.558576	0.612245
MYH9_36333858	0.515237	0.571429
MYL10_101623365	0.540732	0.653061
MYL12B_3274567	0.368825	0.408163
MYL2_110912421	0.490104	0.489796
MYL2_110913785	0.488966	0.469388
MYL2_110917572	0.442197	0.551020
MYL4_47218931	0.425868	0.489796
MYLIP_16129735	0.578901	0.693878
MYLK2_31822701	0.550891	0.734694
MYLK2_31824122	0.573964	0.632653
MYLK2_31825566	0.529307	0.489796
MYLK2_31826423	0.529307	0.571429
MYLK3_46711031	0.468245	0.469388
MYLK3_46719029	0.469327	0.510204
MYLK3_46720712	0.469327	0.367347
MYLK3_46723270	0.396392	0.346939
MYLK3_46735934	0.526973	0.653061
MYLK3_46738783	0.435442	0.387755
MYLK4_2749914	0.362679	0.408163
MYLK_123619505	0.438719	0.448980
MYLK_123631817	0.506604	0.530612
MYLK_123665779	0.451020	0.367347
MYLK_123687632	0.511704	0.489796
MYLK_123697773	0.527483	0.346939
MYLK_123737587	0.481892	0.530612
MYLK_123737842	0.481892	0.387755
MYLK_123832184	0.461997	0.571429
MYLK_123879617	0.491566	0.326531
MYLK_123880789	0.491566	0.551020
MYLPF_30375405	0.522419	0.632653
MYO10_16674125	0.469367	0.489796
MYO10_16703914	0.467606	0.326531
MYO15A_18132687	0.548632	0.448980
MYO15A_18136956	0.578595	0.693878
MYO15A_18146496	0.515877	0.469388
MYO15A_18148027	0.515877	0.530612
MYO16_108886461	0.440694	0.428571
MYO16_109051882	0.343067	0.510204
MYO16_109052680	0.345136	0.346939
MYO18A_29108392	0.523238	0.632653
MYO18A_29113208	0.574755	0.612245
MYO18A_29114475	0.529048	0.448980
MYO18A_29130892	0.522043	0.591837
MYO18A_29144523	0.500068	0.530612
MYO18B_25764996	0.485291	0.612245
MYO18B_25770663	0.515108	0.489796
MYO18B_25778828	0.447230	0.204082
MYO18B_25824722	0.480220	0.510204
MYO18B_25828674	0.470123	0.489796
MYO18B_25829386	0.438703	0.551020
MYO18B_25841837	0.480280	0.489796
MYO18B_25848841	0.476290	0.510204
MYO18B_25874186	0.456610	0.530612
MYO18B_25891239	0.549065	0.530612
MYO18B_25950198	0.447991	0.408163
MYO18B_26004294	0.409801	0.367347
MYO19_36526059	0.456315	0.571429
MYO19_36527944	0.510989	0.673469
MYO1A_57038731	0.558824	0.530612
MYO1A_57041497	0.395172	0.448980
MYO1A_57049508	0.511342	0.448980
MYO1B_191344930	0.418630	0.469388
MYO1B_191345967	0.418630	0.285714
MYO1B_191392491	0.329506	0.387755
MYO1B_191405517	0.354707	0.387755
MYO1B_191416029	0.373010	0.367347
MYO1C_1470046	0.566071	0.428571
MYO1C_1473635	0.582108	0.632653
MYO1C_1473736	0.582108	0.489796
MYO1D_32742951	0.396484	0.469388
MYO1D_32761387	0.418118	0.448980
MYO1D_32772549	0.338010	0.489796
MYO1D_32840619	0.394487	0.408163
MYO1E_59170625	0.454556	0.448980
MYO1E_59178537	0.429541	0.530612
MYO1E_59206835	0.439437	0.734694
MYO1E_59213994	0.441136	0.428571
MYO1E_59226515	0.455028	0.428571
MYO1F_8537320	0.488758	0.489796
MYO1F_8547632	0.511962	0.387755
MYO1G_44967435	0.596606	0.673469
MYO1G_44971933	0.590769	0.591837
MYO1G_44972021	0.590769	0.571429
MYO1H_109406552	0.476760	0.591837
MYO1H_109438372	0.430520	0.469388
MYO1H_109440519	0.470094	0.346939
MYO1H_109445312	0.433367	0.367347
MYO3A_26150149	0.350715	0.306122
MYO3A_26198797	0.402238	0.428571
MYO3B_170399957	0.397686	0.632653
MYO3B_170465008	0.455229	0.612245
MYO5A_52343443	0.370850	0.367347
MYO5A_52375620	0.334086	0.224490
MYO5B_49859275	0.505997	0.326531
MYO5B_49863662	0.511685	0.653061
MYO5B_49878066	0.419021	0.346939
MYO5B_49880180	0.471094	0.448980
MYO5B_49933142	0.480986	0.632653
MYO5B_49984105	0.445725	0.469388
MYO5B_50039863	0.432973	0.551020
MYO5C_52195238	0.338880	0.428571
MYO5C_52204226	0.428350	0.551020
MYO5C_52214905	0.429206	0.326531
MYO5C_52218953	0.445378	0.612245
MYO5C_52234118	0.452748	0.448980
MYO5C_52235121	0.452748	0.510204
MYO5C_52243947	0.516340	0.693878
MYO5C_52245539	0.538776	0.632653
MYO5C_52249018	0.434766	0.632653
MYO5C_52249652	0.434766	0.346939
MYO5C_52263580	0.502939	0.571429
MYO5C_52279901	0.509817	0.571429
MYO5C_52281350	0.509817	0.693878
MYO6_75832017	0.360192	0.408163
MYO6_75835666	0.376566	0.612245
MYO6_75837487	0.390017	0.530612
MYO6_75840372	0.390017	0.571429
MYO6_75844820	0.342808	0.346939
MYO6_75873763	0.396073	0.428571
MYO7A_77142567	0.508378	0.530612
MYO7A_77142573	0.508378	0.530612
MYO7A_77145014	0.574874	0.591837
MYO7A_77146408	0.574874	0.551020
MYO7A_77154535	0.567873	0.653061
MYO7A_77160367	0.598551	0.653061
MYO7A_77177198	0.580134	0.591837
MYO7A_77191781	0.584746	0.448980
MYO7A_77198861	0.539978	0.571429
MYO7A_77205460	0.573864	0.693878
MYO7A_77206369	0.588398	0.632653
MYO7B_127569968	0.457221	0.673469
MYO7B_127579464	0.488410	0.612245
MYO7B_127607808	0.549493	0.571429
MYO9A_71851474	0.362225	0.469388
MYO9A_71904191	0.415350	0.428571
MYO9A_72017435	0.378536	0.530612
MYO9B_17157856	0.534380	0.551020
MYO9B_17162322	0.511344	0.714286
MYO9B_17163221	0.431120	0.367347
MYO9B_17171428	0.514634	0.551020
MYO9B_17172711	0.629893	0.653061
MYO9B_17174702	0.510559	0.632653
MYO9B_17178209	0.573127	0.673469
MYO9B_17196757	0.512079	0.448980
MYOM1_3069997	0.405797	0.408163
MYOM1_3082185	0.418354	0.653061
MYOM1_3082837	0.418354	0.448980
MYOM1_3100617	0.409868	0.551020
MYOM1_3158506	0.431059	0.448980
MYOM2_2047051	0.487648	0.346939
MYOM2_2056091	0.476162	0.489796
MYOM2_2057346	0.476162	0.653061
MYOM2_2062706	0.498604	0.510204
MYOM2_2090407	0.446147	0.326531
MYOM2_2101403	0.460298	0.346939
MYOM2_2124153	0.347015	0.408163
MYOM3_24077200	0.485836	0.489796
MYOM3_24079856	0.485836	0.612245
MYOM3_24081016	0.498678	0.571429
MYOM3_24084836	0.494511	0.510204
MYOM3_24086849	0.523616	0.551020
MYOM3_24086990	0.523616	0.632653
MYOM3_24087010	0.523616	0.612245
MYOM3_24095628	0.555419	0.469388
MYOM3_24095678	0.555419	0.489796
MYOM3_24097705	0.555419	0.591837
MYOM3_24102349	0.526367	0.591837
MYOZ1_73637487	0.458472	0.387755
MYOZ3_150663812	0.441117	0.489796
MYPN_68147566	0.398089	0.530612
MYPN_68199366	0.386448	0.530612
MYPOP_45900194	0.511707	0.489796
MYRF_61759092	0.601449	0.693878
MYRF_61760226	0.601449	0.591837
MYRF_61770757	0.563655	0.510204
MYRF_61773587	0.614201	0.653061
MYRF_61775603	0.601690	0.571429
MYRIP_40256890	0.368438	0.469388
MYRIP_40257344	0.368438	0.346939
MYSM1_58699622	0.415323	0.571429
MYT1L_1909903	0.438733	0.306122
MYT1_64198464	0.515343	0.632653
MYT1_64199721	0.560000	0.612245
MYT1_64206883	0.532069	0.530612
MYT1_64209061	0.577999	0.571429
MYT1_64237584	0.542423	0.632653
MYT1_64237759	0.542423	0.530612
MYT1_64237915	0.542423	0.408163
MZT1_72721779	0.399596	0.346939
N4BP1_48547829	0.390982	0.673469
N4BP2L2_32527665	0.363405	0.326531
N4BP2_40062200	0.439905	0.591837
N4BP2_40106866	0.405596	0.224490
N4BP2_40110993	0.422020	0.387755
N4BP2_40117307	0.333945	0.387755
N4BP2_40134617	0.388137	0.489796
N6AMT1_28883183	0.367757	0.285714
NAA11_79320152	0.369583	0.448980
NAA15_139340696	0.400101	0.428571
NAA15_139360817	0.294064	0.367347
NAA15_139376261	0.382718	0.285714
NAA16_41320080	0.347380	0.469388
NAA16_41322864	0.384133	0.387755
NAA16_41349716	0.395878	0.632653
NAA25_112029743	0.402347	0.408163
NAA25_112053707	0.317808	0.306122
NAA25_112082674	0.401038	0.326531
NAA35_86021737	0.350161	0.306122
NAA40_63945510	0.501410	0.510204
NAA40_63950090	0.482040	0.408163
NAA50_113723169	0.307350	0.367347
NAA60_3445115	0.436650	0.489796
NAA60_3480204	0.524647	0.469388
NAAA_75914488	0.427221	0.510204
NAALAD2_90165367	0.417247	0.428571
NAALAD2_90191459	0.347760	0.326531
NAALADL1_65049134	0.513452	0.653061
NADK2_36200659	0.353939	0.510204
NADK2_36207365	0.335955	0.367347
NADK_1763676	0.536967	0.285714
NADK_1765114	0.536967	0.612245
NADSYN1_71455726	0.489100	0.510204
NADSYN1_71463699	0.631393	0.551020
NADSYN1_71463772	0.631393	0.632653
NADSYN1_71472593	0.584299	0.612245
NADSYN1_71474237	0.584746	0.653061
NADSYN1_71483150	0.520093	0.428571
NAE1_66813876	0.437454	0.326531
NAF1_163141930	0.350500	0.469388
NAF1_163145981	0.317044	0.306122
NAGLU_42541618	0.524437	0.571429
NAGPA_5031916	0.512968	0.591837
NAIP_71021599	0.450042	0.530612
NALCN_101065213	0.459665	0.612245
NALCN_101073842	0.316986	0.367347
NALCN_101091768	0.380596	0.448980
NALCN_101098840	0.407211	0.448980
NALCN_101289022	0.371142	0.510204
NAP1L1_76050044	0.330201	0.346939
NAP1L1_76058810	0.390264	0.367347
NAP1L1_76068492	0.355401	0.265306
NAP1L4_2952837	0.461538	0.653061
NAP1L4_2955875	0.427052	0.346939
NAPA_47502893	0.505799	0.469388
NAPA_47503683	0.532716	0.632653
NAPB_23403224	0.407470	0.387755
NAPEPLD_103125781	0.403923	0.571429
NAPG_10530593	0.465843	0.489796
NAPG_10532609	0.310731	0.244898
NAPG_10546010	0.401789	0.408163
NAPG_10546156	0.401789	0.469388
NAPRT_143577466	0.708171	0.632653
NARFL_737906	0.554691	0.510204
NARF_82467780	0.480037	0.612245
NARF_82485911	0.567448	0.673469
NARF_82486383	0.567448	0.612245
NARS2_78562517	0.406787	0.448980
NARS_57605322	0.432200	0.551020
NARS_57619801	0.446985	0.551020
NASP_45606078	0.417747	0.469388
NAT10_34113442	0.441689	0.530612
NAT10_34120004	0.471049	0.387755
NAT16_101176928	0.527342	0.367347
NAT8L_2062368	0.666923	0.632653
NAT8L_2063049	0.666923	0.612245
NATD1_21247944	0.572980	0.571429
NAV1_201790501	0.487516	0.448980
NAV1_201812186	0.504082	0.489796
NAV1_201819022	0.431203	0.367347
NAV2-IT1_19382386	0.441739	0.591837
NAV2-IT1_19383696	0.441739	0.489796
NAV2_19881761	0.419347	0.387755
NAV2_19936692	0.447148	0.530612
NAV2_20041822	0.460485	0.346939
NAV2_20051939	0.426074	0.510204
NAV2_20052276	0.426074	0.367347
NAV2_20086614	0.452440	0.428571
NAV2_20100818	0.452209	0.612245
NAV2_20101769	0.486071	0.469388
NAV2_20118037	0.442913	0.591837
NAV3_77995675	0.331602	0.510204
NAV3_78122612	0.322288	0.326531
NAV3_78176857	0.374449	0.408163
NAXD_110626044	0.549074	0.693878
NAXD_110632069	0.492783	0.530612
NAXD_110632198	0.492783	0.530612
NBAS_15184398	0.412066	0.306122
NBAS_15234256	0.321692	0.428571
NBAS_15309465	0.391633	0.367347
NBAS_15381567	0.329294	0.306122
NBAS_15394538	0.319438	0.224490
NBAS_15417119	0.399004	0.326531
NBAS_15423562	0.377461	0.428571
NBAS_15558243	0.329545	0.571429
NBAS_15558254	0.329545	0.530612
NBAS_15561111	0.444967	0.653061
NBEAL1_203104543	0.382509	0.326531
NBEAL1_203176391	0.383392	0.448980
NBEAL1_203185689	0.395633	0.489796
NBEAL2_47000593	0.597315	0.591837
NBEAL2_47003456	0.590909	0.530612
NBEA_35160591	0.329645	0.387755
NBEA_35175644	0.340782	0.346939
NBL1_19656481	0.582518	0.612245
NBN_89952344	0.350962	0.408163
NBN_89957964	0.341117	0.306122
NBN_89959346	0.375158	0.346939
NBN_89976222	0.355607	0.571429
NBPF3_21465816	0.413811	0.367347
NBPF3_21472159	0.480642	0.408163
NBR1_43203631	0.428719	0.367347
NCALD_101689540	0.515957	0.632653
NCALD_102022728	0.419954	0.448980
NCALD_102025423	0.419954	0.428571
NCALD_102025896	0.419954	0.469388
NCAM1_113167457	0.405124	0.571429
NCAM1_113259404	0.458977	0.408163
NCAM2_21416564	0.345525	0.306122
NCAN_19223953	0.473427	0.510204
NCAN_19224806	0.583794	0.510204
NCAN_19231398	0.512332	0.612245
NCAPD2_6509496	0.444069	0.612245
NCAPD2_6520918	0.431593	0.489796
NCAPD2_6525347	0.447674	0.428571
NCAPD3_134159790	0.429083	0.571429
NCAPD3_134163137	0.514417	0.387755
NCAPD3_134177752	0.367347	0.428571
NCAPD3_134184387	0.417149	0.448980
NCAPD3_134184403	0.417149	0.489796
NCAPD3_134202760	0.396063	0.387755
NCAPD3_134220785	0.412309	0.346939
NCAPG2_158645754	0.367857	0.530612
NCAPG2_158660323	0.416380	0.551020
NCAPG2_158661959	0.416380	0.510204
NCAPG2_158662480	0.435022	0.387755
NCAPG2_158665491	0.473459	0.653061
NCAPG2_158673363	0.458005	0.612245
NCAPG2_158683744	0.397127	0.510204
NCAPG2_158688892	0.404461	0.510204
NCAPG2_158701350	0.421792	0.387755
NCAPG_17817037	0.423239	0.530612
NCAPG_17818488	0.358807	0.265306
NCAPH2_50514982	0.504937	0.530612
NCAPH_96344662	0.455993	0.428571
NCAPH_96346533	0.455993	0.551020
NCAPH_96350676	0.455993	0.489796
NCAPH_96353196	0.467704	0.530612
NCAPH_96353590	0.458599	0.489796
NCAPH_96354985	0.442010	0.489796
NCAPH_96363814	0.416180	0.326531
NCBP1_97658569	0.415818	0.448980
NCBP1_97666483	0.389392	0.387755
NCBP1_97668690	0.406504	0.510204
NCBP3_3816595	0.412651	0.469388
NCBP3_3817686	0.412651	0.224490
NCBP3_3825153	0.343575	0.367347
NCF1_74785180	0.548096	0.653061
NCF1_74786528	0.488823	0.591837
NCF1_74788774	0.724551	0.755102
NCF2_183570268	0.487453	0.530612
NCF4_36862173	0.550862	0.571429
NCK2_105876184	0.466318	0.448980
NCKAP1L_54529725	0.436849	0.510204
NCKAP5L_49805882	0.508162	0.551020
NCKAP5_132725901	0.460079	0.693878
NCKAP5_132786137	0.424489	0.265306
NCKAP5_132863424	0.395002	0.367347
NCKAP5_132873935	0.412944	0.530612
NCKAP5_133565033	0.413388	0.571429
NCLN_3199281	0.588571	0.693878
NCL_231459628	0.424951	0.408163
NCOA1_24694091	0.321810	0.387755
NCOA2_70120269	0.425307	0.428571
NCOA2_70131763	0.419818	0.428571
NCOA2_70133901	0.420968	0.408163
NCOA2_70388073	0.376037	0.408163
NCOA3_47622447	0.393671	0.387755
NCOA3_47630604	0.401316	0.571429
NCOA3_47637513	0.307345	0.408163
NCOA5_46067395	0.360606	0.469388
NCOA6_34737037	0.402053	0.448980
NCOA6_34774758	0.420192	0.469388
NCOR1_16035964	0.403298	0.367347
NCOR1_16078806	0.408590	0.591837
NCOR1_16084395	0.368563	0.326531
NCOR1_16114061	0.412033	0.469388
NCOR1_16115661	0.412033	0.387755
NCOR1_16172104	0.382127	0.367347
NCOR2_124353761	0.532042	0.551020
NCOR2_124356510	0.587850	0.632653
NCOR2_124358759	0.577176	0.571429
NCOR2_124363243	0.629978	0.612245
NCOR2_124363531	0.629978	0.632653
NCOR2_124365968	0.582948	0.571429
NCOR2_124373030	0.595450	0.551020
NCOR2_124376153	0.595450	0.591837
NCOR2_124420159	0.577505	0.571429
NCOR2_124433368	0.570288	0.551020
NCOR2_124459606	0.573585	0.551020
NCOR2_124459938	0.573585	0.591837
NCOR2_124460271	0.573585	0.530612
NCOR2_124462418	0.573585	0.632653
NCOR2_124486018	0.599550	0.510204
NCOR2_124495519	0.562867	0.591837
NCOR2_124516247	0.562867	0.551020
NCR1_54909699	0.524292	0.551020
NCR2_41336662	0.433178	0.571429
NCR2_41341222	0.433178	0.591837
