locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated
RASSF2_4823314	RASSF2	chr20	4823314	4823315	-	0.011317	19020909	4822404	4823314	975	1521	1.56	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
RASSF2_4823314	RASSF2	chr20	4823314	4823315	-	0.011317	19020910	4822404	4823320	963	1177	1.222	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,vG19	2	1
CDS2_5178815	CDS2	chr20	5178815	5178816	+	0.283033	19027894	5176746	5178816	19062	777820	40.805	33.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CDS2_5178815	CDS2	chr20	5178815	5178816	+	0.283033	19027163	5127150	5178816	1170	2850	2.436	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
HAO1_7937906	HAO1	chr20	7937906	7937907	-	0.119426	19045621	7934636	7937906	108	184	1.704	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
SNX5_17952711	SNX5	chr20	17952711	17952712	-	0.10307	19097253	17952711	17953995	19078	2456398	128.756	103.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SNX5_17952711	SNX5	chr20	17952711	17952712	-	0.10307	19097256	17952711	17955364	11957	28060	2.347	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
KAT14_18160178	KAT14	chr20	18160178	18160179	+	0.03745	19104097	18160180	18161819	62	70	1.129	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
NAA20_20022987	NAA20	chr20	20022987	20022988	+	0.059461	19120292	20022989	20024549	404	579	1.433	1.0	cH38	cH38	2	1
NAA20_20024634	NAA20	chr20	20024634	20024635	+	0.122286	19120355	20024636	20025676	7	10	1.429	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
GZF1_23369747	GZF1	chr20	23369747	23369748	+	0.036359	19147866	23369742	23370090	18870	272295	14.43	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
GZF1_23369747	GZF1	chr20	23369747	23369748	+	0.036359	19147869	23369742	23370136	17420	98426	5.65	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,rG19,rG38,sG19,sG38	2	1
CST8_23491408	CST8	chr20	23491408	23491409	+	0.041336	19149662	23491410	23491524	392	4708	12.01	10.0	cH38,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
CST9_23605099	CST9	chr20	23605099	23605100	-	0.293683	19150452	23603735	23605099	90	333	3.7	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
GINS1_25416075	GINS1	chr20	25416075	25416076	+	0.097897	19172334	25416077	25417103	1499	2611	1.742	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PDRG1_31948300	PDRG1	chr20	31948300	31948301	-	0.00629	19219927	31946577	31948300	101	115	1.139	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	2	1
NCOA6_34738858	NCOA6	chr20	34738858	34738859	-	0.057162	19284290	34736759	34738858	15531	60595	3.902	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	2	1
CPNE1_35631173	CPNE1	chr20	35631173	35631174	-	0.064523	19314685	35631174	35631267	19080	2977761	156.067	146.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RPN2_37238985	RPN2	chr20	37238985	37238986	+	0.024455	19367313	37238987	37241302	2305	4076	1.768	1.0	sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	2	1
RPN2_37238985	RPN2	chr20	37238985	37238986	+	0.024455	19367314	37238987	37241307	47	53	1.128	1.0	sG19,sG38	cH38,rG19,rG38,sG19	2	1
DHX35_38962112	DHX35	chr20	38962112	38962113	+	0.10646	19395890	38962114	38969080	924	1335	1.445	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PLCG1_41163919	PLCG1	chr20	41163919	41163920	+	0.072882	19406016	41163834	41163920	19049	1511918	79.37	70.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
ZHX3_41206269	ZHX3	chr20	41206269	41206270	-	0.399024	19408166	41205067	41206269	71	82	1.155	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	2	1
CHD6_41486235	CHD6	chr20	41486235	41486236	-	0.004455	19411965	41484608	41486235	4224	6065	1.436	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
SRSF6_43458359	SRSF6	chr20	43458359	43458360	+	0.1482	19418547	43458141	43458360	19056	1456688	76.442	64.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SLPI_45253833	SLPI	chr20	45253833	45253834	-	0.195718	19452810	45253734	45253833	4460	22508	5.047	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
ZNF217_53569363	ZNF217	chr20	53569363	53569364	-	0.032437	19599379	53569265	53569363	1301	1948	1.497	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
NPEPL1_58705402	NPEPL1	chr20	58705402	58705403	+	0.001976	19638954	58705404	58705497	11959	35191	2.943	2.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38	2	1
ADRM1_62306646	ADRM1	chr20	62306646	62306647	+	0.170835	19679274	62306321	62306647	19075	3232260	169.45	143.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RBBP8NL_62418138	RBBP8NL	chr20	62418138	62418139	-	0.055843	19687811	62417320	62418138	1445	2469	1.709	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
SLC17A9_62964133	SLC17A9	chr20	62964133	62964134	+	0.002469	19704171	62964135	62964227	4082	9010	2.207	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SRMS_63541801	SRMS	chr20	63541801	63541802	-	0.44412	19724767	63541621	63541801	1627	3378	2.076	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	2	1
STMN3_63642400	STMN3	chr20	63642400	63642401	-	0.164525	19732719	63642300	63642400	2265	3404	1.503	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	aC19,sG19,sG38	2	1
LINC00176_64038449	LINC00176	chr20	64038449	64038450	+	0.046141	19761666	64038449	64038621	9158	47340	5.169	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
TPTE_10522043	TPTE	chr21	10522043	10522044	+	0.167827	19920758	10522045	10524579	277	626	2.26	2.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TPTE_10605311	TPTE	chr21	10605311	10605312	+	0.104581	19921417	10605313	10605416	181	2021	11.166	7.0	cH38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RBM11_14216430	RBM11	chr21	14216430	14216431	+	0.180037	19934139	14216432	14219552	1084	1351	1.246	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,vG19	2	1
RBM11_14216430	RBM11	chr21	14216430	14216431	+	0.180037	19934140	14216432	14219562	1035	1298	1.254	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RBM11_14223631	RBM11	chr21	14223631	14223632	+	0.002539	19934227	14223633	14224437	924	1227	1.328	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
USP25_15764883	USP25	chr21	15764883	15764884	+	0.1726	19940211	15764885	15765996	494	1380	2.794	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
USP25_15822410	USP25	chr21	15822410	15822411	+	0.096199	19940778	15822412	15824038	12653	46831	3.701	2.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
N6AMT1_28878333	N6AMT1	chr21	28878333	28878334	-	0.051748	19983248	28878334	28879869	18595	258534	13.903	11.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
N6AMT1_28878333	N6AMT1	chr21	28878333	28878334	-	0.051748	19983249	28878334	28882159	17865	124938	6.993	6.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SYNJ1_32670756	SYNJ1	chr21	32670756	32670757	-	0.039809	20016502	32670373	32670756	3637	5727	1.575	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	sG38	2	1
DOPEY2_36260430	DOPEY2	chr21	36260430	36260431	+	0.063233	20064242	36260432	36260676	212	240	1.132	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
DOPEY2_36260434	DOPEY2	chr21	36260434	36260435	+	0.034856	20064242	36260432	36260676	212	240	1.132	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
ETS2_38819476	ETS2	chr21	38819476	38819477	+	0.06128	20090725	38818647	38819478	78	95	1.218	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
PSMG1_39183061	PSMG1	chr21	39183061	39183062	-	0.163103	20094688	39181879	39183063	8501	20670	2.431	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	2	1
PSMG1_39183061	PSMG1	chr21	39183061	39183062	-	0.163103	20094710	39181902	39183063	67	73	1.09	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	2	1
BRWD1_39230240	BRWD1	chr21	39230240	39230241	-	0.307273	20095744	39229437	39230240	2388	3431	1.437	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
IGSF5_39788732	IGSF5	chr21	39788732	39788733	+	0.123282	20103483	39788734	39792007	8068	43952	5.448	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
ABCG1_42279891	ABCG1	chr21	42279891	42279892	+	0.053367	20124110	42279893	42282273	16	20	1.25	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PDE9A_42768819	PDE9A	chr21	42768819	42768820	+	0.110972	20139656	42768821	42769026	9734	43251	4.443	2.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TRAPPC10_44055696	TRAPPC10	chr21	44055696	44055697	+	0.1273	20174664	44052477	44055697	18992	359012	18.903	16.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TRAPPC10_44055696	TRAPPC10	chr21	44055696	44055697	+	0.1273	20174734	44055698	44055810	1257	1625	1.293	1.0	cH38	cH38	2	1
PWP2_44114541	PWP2	chr21	44114541	44114542	+	0.223961	20176584	44114543	44114624	221	251	1.136	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PWP2_44120629	PWP2	chr21	44120629	44120630	+	0.394402	20176805	44120497	44120630	19025	402890	21.177	19.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
PWP2_44120946	PWP2	chr21	44120946	44120947	+	0.202541	20176830	44120779	44120951	19028	410750	21.587	19.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TRPM2_44425448	TRPM2	chr21	44425448	44425449	+	0.02149	20189310	44425450	44425669	264	323	1.223	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TRPM2_44425452	TRPM2	chr21	44425452	44425453	+	0.018001	20189310	44425450	44425669	264	323	1.223	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
ADARB1_45183960	ADARB1	chr21	45183960	45183961	+	0.030534	20216155	45183962	45184473	7544	23218	3.078	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	2	1
FTCD_46145947	FTCD	chr21	46145947	46145948	-	0.15177	20262599	46145948	46146265	8491	194599	22.918	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
MCM3AP_46272262	MCM3AP	chr21	46272262	46272263	-	0.480831	20272033	46270564	46272262	2713	3673	1.354	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	2	1
DIP2A_46490262	DIP2A	chr21	46490262	46490263	+	0.01743	20280099	46490264	46490599	174	196	1.126	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
GAB4_16989527	GAB4	chr22	16989527	16989528	-	0.08714	20308217	16988168	16989527	51	58	1.137	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
IL17RA_17099309	IL17RA	chr22	17099309	17099310	+	0.022429	20309896	17099311	17100354	7590	34503	4.546	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
MICAL3_17899841	MICAL3	chr22	17899841	17899842	-	0.016881	20337686	17899549	17899841	6340	11295	1.782	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
CLTCL1_19228199	CLTCL1	chr22	19228199	19228200	-	0.297849	20367173	19226384	19228199	60	65	1.083	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
HIRA_19408273	HIRA	chr22	19408273	19408274	-	0.07367	20370527	19407275	19408273	18096	153340	8.474	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
CDC45_19499099	CDC45	chr22	19499099	19499100	+	0.194121	20373498	19497448	19499100	9548	254637	26.669	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SEPT5_19719804	SEPT5	chr22	19719804	19719805	+	0.162302	20376699	19719699	19719805	18966	2270230	119.7	48.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
ARVCF_19978436	ARVCF	chr22	19978436	19978437	-	0.03686	20386148	19978076	19978441	4415	6692	1.516	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
ARVCF_19978441	ARVCF	chr22	19978441	19978442	-	0.049132	20386148	19978076	19978441	4415	6692	1.516	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
CABIN1_24113382	CABIN1	chr22	24113382	24113383	+	0.27017	20532574	24113384	24113565	17268	142528	8.254	6.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
GGT5_24233305	GGT5	chr22	24233305	24233306	-	0.020114	20537455	24233019	24233305	241	271	1.124	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	2	1
C22orf31_29059682	C22orf31	chr22	29059682	29059683	-	0.528647	20602344	29059183	29059682	2726	5138	1.885	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	2	1
EMID1_29234202	EMID1	chr22	29234202	29234203	+	0.154903	20606947	29234200	29234304	16640	323643	19.45	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
EMID1_29234202	EMID1	chr22	29234202	29234203	+	0.154903	20606948	29234200	29243444	6	7	1.167	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
MTMR3_29994169	MTMR3	chr22	29994169	29994170	+	0.109471	20629858	29994171	29998760	8209	14145	1.723	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
SF3A1_30342350	SF3A1	chr22	30342350	30342351	-	0.162801	20636142	30342351	30342804	19079	2261847	118.552	106.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
RRP7A_42519411	RRP7A	chr22	42519411	42519412	-	0.305456	20977592	42518148	42519411	1034	2361	2.283	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	2	1
TSPO_43161050	TSPO	chr22	43161050	43161051	+	0.431408	21000971	43159421	43161051	19073	9294194	487.296	279.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TSPO_43161050	TSPO	chr22	43161050	43161051	+	0.431408	21000520	43151605	43161051	17099	249804	14.609	8.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TSPO_43161050	TSPO	chr22	43161050	43161051	+	0.431408	21000911	43159337	43161051	15840	83714	5.285	4.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
TSPO_43161050	TSPO	chr22	43161050	43161051	+	0.431408	21000980	43159425	43161051	184	205	1.114	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
FAM118A_45328390	FAM118A	chr22	45328390	45328391	+	0.062434	21038669	45328392	45330602	18786	287061	15.281	12.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	2	1
