locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated	junction_type
DNAJC7_41995088	DNAJC7	chr17	41995088	41995089	-	0.047204	12629746	41994945	41995088	54	65	1.204	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	3	1	5ss
STAT5B_42228713	STAT5B	chr17	42228713	42228714	-	0.178585	12641936	42227686	42228713	51	56	1.098	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
TUBG2_42661955	TUBG2	chr17	42661955	42661956	+	0.120401	12669197	42661957	42662972	2032	3244	1.596	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
LSM12_44038855	LSM12	chr17	44038855	44038856	-	0.065778	12719350	44037539	44038855	110	137	1.245	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
DBF4B_44729903	DBF4B	chr17	44729903	44729904	+	0.052959	12752844	44723023	44729904	9970	64734	6.493	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
SP2_47923396	SP2	chr17	47923396	47923397	+	0.100674	12855283	47923398	47924918	744	884	1.188	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CBX1_48074828	CBX1	chr17	48074828	48074829	-	0.203546	12866885	48071580	48074828	6763	17298	2.558	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
SCPEP1_57001656	SCPEP1	chr17	57001656	57001657	+	0.052889	12993985	57001658	57002017	189	215	1.138	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CLTC_59682627	CLTC	chr17	59682627	59682628	+	0.172227	13045128	59682429	59682628	11268	3547801	314.856	247.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RPS6KB1_59937773	RPS6KB1	chr17	59937773	59937774	+	0.020027	13055593	59937775	59940835	4169	8075	1.937	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RPS6KB1_59937773	RPS6KB1	chr17	59937773	59937774	+	0.020027	13055590	59937775	59939029	174	210	1.207	1.0	cH38,rG19,rG38	cH38	3	1	5ss
RPS6KB1_59939077	RPS6KB1	chr17	59939077	59939078	+	0.007866	13055612	59939079	59940835	253	299	1.182	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
USP32_60218140	USP32	chr17	60218140	60218141	-	0.28609	13060531	60214775	60218140	2569	3948	1.537	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG19,sG38	3	1	5ss
ACE_63483786	ACE	chr17	63483786	63483787	+	0.329701	13103452	63483788	63483873	5	5	1.0	1.0	sG38	sG38	3	1	5ss
SCN4A_63943935	SCN4A	chr17	63943935	63943936	-	0.064483	13122922	63943847	63943935	27	43	1.593	1.0	cH38,gC19,gC24,gC25	cH38	3	1	5ss
TEX2_64159697	TEX2	chr17	64159697	64159698	-	0.167136	13126315	64154968	64159697	89	96	1.079	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
TEX2_64189322	TEX2	chr17	64189322	64189323	-	0.04827	13126727	64188416	64189322	271	315	1.162	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
LRRC37A3_64854750	LRRC37A3	chr17	64854750	64854751	-	0.023086	13145692	64854645	64854750	4235	8497	2.006	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	sG38	3	1	5ss
CACNG5_66878970	CACNG5	chr17	66878970	66878971	+	0.324501	13162040	66877529	66878971	698	2253	3.228	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
WIPI1_68434419	WIPI1	chr17	68434419	68434420	-	0.227669	13192948	68433576	68434419	4473	8483	1.896	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38,rG19,rG38	3	1	5ss
ABCA8_68876703	ABCA8	chr17	68876703	68876704	-	0.288935	13197639	68876704	68877518	8052	145443	18.063	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ABCA6_69081145	ABCA6	chr17	69081145	69081146	-	0.317735	13198860	69081146	69082872	6694	50135	7.49	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
SOX9_72122243	SOX9	chr17	72122243	72122244	+	0.00853	13207731	72122245	72122718	2546	6788	2.666	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CPSF4L_73261711	CPSF4L	chr17	73261711	73261712	-	0.020828	13222449	73260984	73261715	1214	2112	1.74	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
SDK2_73415992	SDK2	chr17	73415992	73415993	-	0.107377	13227508	73415993	73419165	4826	25588	5.302	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
LLGL2_75568959	LLGL2	chr17	75568959	75568960	+	0.092631	13290619	75568840	75568960	6463	21471	3.322	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	3	1	3ss
RECQL5_75665172	RECQL5	chr17	75665172	75665173	-	0.157123	13299986	75665173	75666427	11112	197414	17.766	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
UNC13D_75842355	UNC13D	chr17	75842355	75842356	-	0.013318	13320688	75841002	75842355	2051	3698	1.803	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	3	1	5ss
ACOX1_75953620	ACOX1	chr17	75953620	75953621	-	0.098996	13331728	75953621	75955565	11134	480445	43.151	29.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ST6GALNAC1_76625527	ST6GALNAC1	chr17	76625527	76625528	-	0.241299	13367789	76625528	76625818	6673	216073	32.38	10.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
DNAH17_78505445	DNAH17	chr17	78505445	78505446	-	0.122852	13428660	78505446	78506719	1959	11849	6.048	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
NOTUM_81953857	NOTUM	chr17	81953857	81953858	-	0.173057	13579747	81953268	81953857	2012	23207	11.534	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	sG19,sG38	3	1	5ss
DUS1L_82063518	DUS1L	chr17	82063518	82063519	-	0.017285	13594676	82063519	82064125	11343	1798789	158.581	127.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
HEXDC_82439629	HEXDC	chr17	82439629	82439630	+	0.149581	13628080	82437364	82439630	11264	253521	22.507	18.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
FN3KRP_82723110	FN3KRP	chr17	82723110	82723111	+	0.166463	13646827	82723112	82726479	1927	2540	1.318	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
FN3K_82743125	FN3K	chr17	82743125	82743126	+	0.229412	13648018	82741394	82743126	576	681	1.182	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG19,sG38	3	1	3ss
METTL4_2540666	METTL4	chr18	2540666	2540667	-	0.132405	13692183	2539146	2540666	3902	7039	1.804	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
SMCHD1_2673193	SMCHD1	chr18	2673193	2673194	+	0.019983	13693739	2673195	2673280	1191	1785	1.499	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	5ss
TGIF1_3457363	TGIF1	chr18	3457363	3457364	+	0.055695	13705789	3456581	3457364	11303	1369633	121.174	88.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RAB12_8625993	RAB12	chr18	8625993	8625994	+	0.219345	13723722	8625995	8633188	5576	14949	2.681	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	5ss
RAB12_8625993	RAB12	chr18	8625993	8625994	+	0.219345	13723717	8625995	8626822	320	388	1.212	1.0	cH38	cH38	3	1	5ss
ANKRD30B_14769716	ANKRD30B	chr18	14769716	14769717	+	0.120994	13781333	14769718	14772155	226	641	2.836	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	5ss
DSC3_31005087	DSC3	chr18	31005087	31005088	-	0.091163	13841343	31004367	31005087	19	21	1.105	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
DSC3_31020988	DSC3	chr18	31020988	31020989	-	0.107695	13841489	31018801	31020988	31	38	1.226	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
DSC3_31023072	DSC3	chr18	31023072	31023073	-	0.085223	13841530	31022503	31023072	81	99	1.222	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
DSG2_31542518	DSG2	chr18	31542518	31542519	+	0.042183	13846409	31541315	31542519	9673	727050	75.163	38.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
DYNAP_54592298	DYNAP	chr18	54592298	54592299	+	0.211021	13942923	54592300	54594938	159	749	4.711	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
KIAA1468_62254812	KIAA1468	chr18	62254812	62254813	+	0.109092	13978533	62254814	62255406	3954	7253	1.834	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SERPINB5_63490374	SERPINB5	chr18	63490374	63490375	+	0.167007	13989025	63490376	63492952	68	86	1.265	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CCDC102B_68838549	CCDC102B	chr18	68838549	68838550	+	0.249783	13997919	68838551	68838705	879	1384	1.575	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SHC2_431162	SHC2	chr19	431162	431163	-	0.073281	14072709	430748	431162	22	30	1.364	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	3	1	5ss
ODF3L2_472153	ODF3L2	chr19	472153	472154	-	0.652646	14074878	467763	472153	380	643	1.692	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38,sG38	3	1	5ss
ODF3L2_472153	ODF3L2	chr19	472153	472154	-	0.652646	14074903	468363	472153	6	6	1.0	1.0	sG38	cH38,sG38	3	1	5ss
BSG_578352	BSG	chr19	578352	578353	+	0.080068	14081440	578354	579499	225	245	1.089	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38	3	1	5ss
MISP_761231	MISP	chr19	761231	761232	+	0.189702	14098636	761233	761624	2578	9217	3.575	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
ELANE_851672	ELANE	chr19	851672	851673	+	0.367333	14106956	851674	852208	257	362	1.409	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	3	1	5ss
GNA11_3111070	GNA11	chr19	3111070	3111071	+	0.083887	14267190	3111072	3113329	160	204	1.275	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
FZR1_3527120	FZR1	chr19	3527120	3527121	+	0.186759	14290576	3527122	3527630	2851	4065	1.426	1.0	sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CREB3L3_4168561	CREB3L3	chr19	4168561	4168562	+	0.009232	14340690	4168563	4170139	74	86	1.162	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CHAF1A_4440020	CHAF1A	chr19	4440020	4440021	+	0.044093	14356889	4440022	4442244	3873	7019	1.812	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
DUS3L_5785511	DUS3L	chr19	5785511	5785512	-	0.276889	14417179	5785512	5785602	11286	427545	37.883	30.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ADGRE1_6937542	ADGRE1	chr19	6937542	6937543	+	0.356752	14476893	6937412	6937543	6928	46712	6.742	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
KANK3_8333808	KANK3	chr19	8333808	8333809	-	0.116949	14542917	8333809	8333909	9046	62622	6.923	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
KEAP1_10489853	KEAP1	chr19	10489853	10489854	-	0.156366	14644319	10489854	10491576	11325	990974	87.503	72.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
TSPAN16_11296595	TSPAN16	chr19	11296595	11296596	+	0.033549	14707466	11296597	11298141	23	24	1.043	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
MAST1_12866164	MAST1	chr19	12866164	12866165	+	0.46951	14796723	12866166	12866652	92	108	1.174	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	5ss
CALR_12939426	CALR	chr19	12939426	12939427	+	0.059644	14804401	12939236	12939427	11347	17336380	1527.838	1261.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
TMEM38A_16681689	TMEM38A	chr19	16681689	16681690	+	0.104586	14974226	16681691	16682420	2	3	1.5	1.5	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CPAMD8_17026243	CPAMD8	chr19	17026243	17026244	-	0.194729	14984086	17022182	17026243	264	391	1.481	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
USE1_17219388	USE1	chr19	17219388	17219389	+	0.047324	14995444	17219388	17219630	11341	959425	84.598	67.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
OCEL1_17227837	OCEL1	chr19	17227837	17227838	+	0.103763	14995900	17227200	17227839	11309	760572	67.254	54.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
COLGALT1_17576672	COLGALT1	chr19	17576672	17576673	+	0.011731	15027886	17576674	17577194	149	243	1.631	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
LRRC25_18396075	LRRC25	chr19	18396075	18396076	-	0.409637	15073536	18392126	18396075	2679	5031	1.878	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
LRRC25_18396075	LRRC25	chr19	18396075	18396076	-	0.409637	15073564	18392485	18396075	4	5	1.25	1.0	cH38	cH38	3	1	5ss
LRRC25_18396075	LRRC25	chr19	18396075	18396076	-	0.409637	15073624	18395112	18396075	1	1	1.0	1.0	cH38	cH38	3	1	5ss
ELL_18456344	ELL	chr19	18456344	18456345	-	0.025308	15079649	18452113	18456344	52	58	1.115	1.0	cH38,sG38	cH38	3	1	5ss
TMEM59L_18607774	TMEM59L	chr19	18607774	18607775	+	0.458064	15089983	18607776	18612850	165	228	1.382	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	3	1	5ss
POP4_29609724	POP4	chr19	29609724	29609725	+	0.187159	15239926	29609726	29610408	249	313	1.257	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
RHPN2_33009024	RHPN2	chr19	33009024	33009025	-	0.015978	15266754	33008181	33009024	81	98	1.21	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
DMKN_35510595	DMKN	chr19	35510595	35510596	-	0.164938	15330170	35510253	35510595	5271	126184	23.939	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
HAUS5_35615930	HAUS5	chr19	35615930	35615931	+	0.258733	15335214	35615932	35617123	834	1085	1.301	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ARHGAP33_35784705	ARHGAP33	chr19	35784705	35784706	+	0.153963	15350290	35784707	35784952	5219	15621	2.993	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
ZNF793_37507643	ZNF793	chr19	37507643	37507644	+	0.03066	15404196	37507645	37508264	117	139	1.188	1.0	sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	5ss
ZNF781_37691942	ZNF781	chr19	37691942	37691943	-	0.03466	15407294	37691619	37691942	361	456	1.263	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	3	1	5ss
ITPKC_40727730	ITPKC	chr19	40727730	40727731	+	0.506987	15567081	40727732	40729201	132	164	1.242	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
CEACAM6_41763455	CEACAM6	chr19	41763455	41763456	+	0.420696	15622613	41763457	41766182	218	384	1.761	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
LYPD4_41843239	LYPD4	chr19	41843239	41843240	-	0.115012	15624474	41839406	41843239	2	2	1.0	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
TMEM145_42314790	TMEM145	chr19	42314790	42314791	+	0.028883	15656092	42314700	42314791	5241	57484	10.968	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	3ss
CADM4_43624903	CADM4	chr19	43624903	43624904	-	0.312722	15683386	43624904	43625077	5601	19126	3.415	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
