locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated
6270	SOX9	chr17	72122243	72122244	+	0.00853	92890768	72122245	72122718	14372	35477	2.468	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6274	CPSF4L	chr17	73261711	73261712	-	0.020828	93003177	73260984	73261715	4880	12621	2.586	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6276	SDK2	chr17	73415992	73415993	-	0.107377	93026191	73415993	73419165	51255	404640	7.895	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6297	LLGL2	chr17	75568959	75568960	+	0.092631	93383735	75568840	75568960	34977	103009	2.945	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
6299	RECQL5	chr17	75665172	75665173	-	0.157123	93414577	75665173	75666427	159631	2338141	14.647	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6309	UNC13D	chr17	75842355	75842356	-	0.013318	93493703	75841002	75842355	38178	132241	3.464	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	0	1
6312	ACOX1	chr17	75953620	75953621	-	0.098996	93541663	75953621	75955565	182564	5733822	31.407	13.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6317	ST6GALNAC1	chr17	76625527	76625528	-	0.241299	93720291	76625528	76625818	40563	1027807	25.339	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6329	DNAH17	chr17	78505445	78505446	-	0.122852	94074045	78505446	78506719	18589	80630	4.338	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
6354	NOTUM	chr17	81953857	81953858	-	0.173057	94826033	81953268	81953857	15213	108685	7.144	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	sG19,sG38	0	1
6367	DUS1L	chr17	82063518	82063519	-	0.017285	94879780	82063519	82064125	186184	14395916	77.321	32.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6371	HEXDC	chr17	82439629	82439630	+	0.149581	95042104	82437364	82439630	148054	2289751	15.466	6.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6376	FN3KRP	chr17	82723110	82723111	+	0.166463	95146308	82723112	82726479	34690	67921	1.958	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6378	FN3K	chr17	82743125	82743126	+	0.229412	95152086	82741394	82743126	4938	6806	1.378	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG19,sG38	0	1
6396	METTL4	chr18	2540666	2540667	-	0.132405	95650278	2539146	2540666	44086	95828	2.174	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	0	1
6401	SMCHD1	chr18	2673193	2673194	+	0.019983	95665230	2673195	2673280	47349	308762	6.521	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6415	TGIF1	chr18	3457363	3457364	+	0.055695	95759884	3456581	3457364	193770	10933982	56.428	17.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6437	RAB12	chr18	8625993	8625994	+	0.219345	95952560	8625995	8633188	49857	164170	3.293	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6437	RAB12	chr18	8625993	8625994	+	0.219345	95952537	8625995	8626822	8430	12947	1.536	1.0	cH38	cH38	0	1
6482	ANKRD30B	chr18	14769716	14769717	+	0.120994	96440678	14769718	14772155	2292	8790	3.835	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6540	DSC3	chr18	31005087	31005088	-	0.091163	97053359	31004367	31005087	292	427	1.462	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	0	1
6541	DSC3	chr18	31020988	31020989	-	0.107695	97053983	31018801	31020988	234	321	1.372	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	0	1
6542	DSC3	chr18	31023072	31023073	-	0.085223	97054203	31022503	31023072	1339	2169	1.62	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	cH38	0	1
6548	DSG2	chr18	31542518	31542519	+	0.042183	97076220	31541315	31542519	119191	6905720	57.938	13.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6613	DYNAP	chr18	54592298	54592299	+	0.211021	97935706	54592300	54594938	414	1129	2.727	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
6643	KIAA1468	chr18	62254812	62254813	+	0.109092	98274072	62254814	62255406	59477	154320	2.595	2.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6659	SERPINB5	chr18	63490374	63490375	+	0.167007	98381063	63490376	63492952	779	1805	2.317	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6670	CCDC102B	chr18	68838549	68838550	+	0.249783	98464279	68838551	68838705	7129	22507	3.157	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	0	1
6698	SHC2	chr19	431162	431163	-	0.073281	98978940	430748	431162	755	1994	2.641	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	0	1
6699	ODF3L2	chr19	472153	472154	-	0.652646	98992823	467763	472153	2364	6611	2.797	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38,sG38	0	1
6699	ODF3L2	chr19	472153	472154	-	0.652646	98992951	468363	472153	5	7	1.4	1.0	sG38	cH38,sG38	0	1
6700	BSG	chr19	578352	578353	+	0.080068	99034859	578354	579499	5298	7918	1.495	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38	0	1
6704	MISP	chr19	761231	761232	+	0.189702	99119223	761233	761624	18203	76051	4.178	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6706	ELANE	chr19	851672	851673	+	0.367333	99169757	851674	852208	2742	6278	2.29	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
6730	GNA11	chr19	3111070	3111071	+	0.083887	100071265	3111072	3113329	3380	4994	1.478	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6732	FZR1	chr19	3527120	3527121	+	0.186759	100203204	3527122	3527630	26623	44928	1.688	1.0	sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6741	CREB3L3	chr19	4168561	4168562	+	0.009232	100480226	4168563	4170139	668	976	1.461	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6747	CHAF1A	chr19	4440020	4440021	+	0.044093	100584642	4440022	4442244	40000	97753	2.444	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6764	DUS3L	chr19	5785511	5785512	-	0.276889	100998332	5785512	5785602	172587	4095219	23.728	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6774	ADGRE1	chr19	6937542	6937543	+	0.356752	101301230	6937412	6937543	70259	1564227	22.264	5.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6787	KANK3	chr19	8333808	8333809	-	0.116949	101712676	8333809	8333909	61155	501565	8.202	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6807	KEAP1	chr19	10489853	10489854	-	0.156366	102309808	10489854	10491576	191840	8101201	42.229	16.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6814	TSPAN16	chr19	11296595	11296596	+	0.033549	102671076	11296597	11298141	1035	1992	1.925	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6826	MAST1	chr19	12866164	12866165	+	0.46951	103200717	12866166	12866652	2348	3643	1.552	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6828	CALR	chr19	12939426	12939427	+	0.059644	103245063	12939236	12939427	231233	148900456	643.941	170.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6846	TMEM38A	chr19	16681030	16681031	+	0.157762	104224773	16681032	16682420	13	13	1.0	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6847	TMEM38A	chr19	16681689	16681690	+	0.104586	104224842	16681691	16682420	8	11	1.375	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6854	CPAMD8	chr19	17026243	17026244	-	0.194729	104294343	17022182	17026243	2707	3802	1.405	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
6859	USE1	chr19	17219388	17219389	+	0.047324	104364602	17219388	17219630	200165	7326061	36.6	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6860	OCEL1	chr19	17227837	17227838	+	0.103763	104367396	17227200	17227839	166351	3216132	19.333	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6865	COLGALT1	chr19	17576672	17576673	+	0.011731	104514996	17576674	17577194	1480	1974	1.334	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6872	LRRC25	chr19	18396075	18396076	-	0.409637	104794591	18392126	18396075	28092	291775	10.386	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
6872	LRRC25	chr19	18396075	18396076	-	0.409637	104794790	18392485	18396075	675	938	1.39	1.0	cH38	cH38	0	1
6872	LRRC25	chr19	18396075	18396076	-	0.409637	104795556	18395112	18396075	21	21	1.0	1.0	cH38	cH38	0	1
6873	ELL	chr19	18456344	18456345	-	0.025308	104817751	18452113	18456344	2162	3264	1.51	1.0	cH38,sG38	cH38	0	1
6874	TMEM59L	chr19	18607774	18607775	+	0.458064	104876828	18607776	18612850	1020	1673	1.64	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
6895	POP4	chr19	29609724	29609725	+	0.187159	106004188	29609726	29610408	6697	12642	1.888	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6910	RHPN2	chr19	33009024	33009025	-	0.015978	106219370	33008181	33009024	592	797	1.346	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
6926	DMKN	chr19	35510595	35510596	-	0.164938	106595372	35510253	35510595	21476	781371	36.383	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	0	1
6928	HAUS5	chr19	35615930	35615931	+	0.258733	106620911	35615932	35617123	17726	32377	1.827	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6935	ARHGAP33	chr19	35784705	35784706	+	0.153963	106686195	35784707	35784952	55333	231621	4.186	2.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6946	ZNF793	chr19	37507643	37507644	+	0.03066	107050440	37507645	37508264	2519	3829	1.52	1.0	sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6947	ZNF781	chr19	37691942	37691943	-	0.03466	107076790	37691619	37691942	3164	7076	2.236	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	sG38	0	1
6976	ITPKC	chr19	40727730	40727731	+	0.506987	107884576	40727732	40729201	1634	2335	1.429	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
6983	CEACAM6	chr19	41763455	41763456	+	0.420696	108143557	41763457	41766182	426	641	1.505	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
6984	LYPD4	chr19	41843239	41843240	-	0.115012	108157116	41839406	41843239	123	638	5.187	3.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
6984	LYPD4	chr19	41843239	41843240	-	0.115012	108157189	41839618	41843239	61	176	2.885	2.0	cH38	cH38	0	1
6988	TMEM145	chr19	42314790	42314791	+	0.028883	108304523	42314700	42314791	56042	757940	13.524	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
6996	CADM4	chr19	43624903	43624904	-	0.312722	108497037	43624904	43625077	33686	103983	3.087	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7025	IGFL2	chr19	46148301	46148302	+	0.115483	109135399	46148298	46148824	13342	183334	13.741	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	0	1
7025	IGFL2	chr19	46148301	46148302	+	0.115483	109135408	46148298	46160414	10869	120144	11.054	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7048	SULT2B1	chr19	48589194	48589195	+	0.182499	109806092	48589196	48591608	33213	117252	3.53	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7051	CA11	chr19	48644979	48644980	-	0.087379	109833220	48644570	48644979	2405	3335	1.387	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
7054	DHDH	chr19	48939858	48939859	+	0.146686	109960247	48939860	48942439	4090	5851	1.431	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
7055	FTL	chr19	48966219	48966220	+	0.031545	109980402	48965917	48966224	911	1404	1.541	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
7058	CGB1	chr19	49036521	49036522	-	0.071767	110016089	49023604	49036525	6149	20686	3.364	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
7058	CGB1	chr19	49036521	49036522	-	0.071767	110030195	49036304	49036525	3140	11934	3.801	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	0	1
7063	SLC6A16	chr19	49309411	49309412	-	0.099931	110116000	49309412	49309650	21892	63647	2.907	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7066	ALDH16A1	chr19	49456925	49456926	+	0.06086	110161930	49456927	49458485	58647	175803	2.998	2.0	aC19,cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7073	TBC1D17	chr19	49879518	49879519	+	0.02096	110389298	49879520	49880278	6353	8414	1.324	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7079	IZUMO2	chr19	50159036	50159037	-	0.181828	110465041	50158925	50159036	153	1223	7.993	3.0	cH38	cH38	0	1
7087	SIGLEC6	chr19	51525525	51525526	-	0.011478	110741004	51520256	51525525	3962	11217	2.831	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
7088	ZNF175	chr19	51581603	51581604	+	0.03879	110744398	51581605	51581786	39194	96704	2.467	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7094	CTD-2525I3.2	chr19	52175989	52175990	+	0.408904	110837510	52175991	52190053	6	12	2.0	1.0	cH38	cH38	0	1
7118	NLRP9	chr19	55728736	55728737	-	0.062717	111895565	55724145	55728736	156	516	3.308	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	0	1
7130	ZNF583	chr19	56421524	56421525	+	0.025442	111971824	56421526	56422890	30755	61167	1.989	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7135	ZNF470	chr19	56573983	56573984	+	0.08398	111984804	56573985	56574393	28543	54461	1.908	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7139	ZNF304	chr19	57355783	57355784	+	0.041077	112068702	57355785	57356029	16440	26251	1.597	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	0	1
7155	TPO	chr2	1413722	1413723	+	0.080175	112607753	1413724	1414407	361	18281	50.64	23.0	cH38,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
7177	YWHAQ	chr2	9588109	9588110	-	0.028957	113042239	9587510	9588109	1256	1651	1.314	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
7180	GRHL1	chr2	9952294	9952295	+	0.347837	113069310	9952296	9954914	9085	25561	2.814	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
7192	E2F6	chr2	11449236	11449237	-	0.041536	113243589	11447775	11449236	32257	67521	2.093	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
7220	WDR35	chr2	19941611	19941612	-	0.013507	113483150	19938402	19941611	28001	52240	1.866	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
7224	WDR35	chr2	19977924	19977925	-	0.198052	113485954	19975664	19977924	32720	71278	2.178	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	0	1
7234	APOB	chr2	21033518	21033519	-	0.118691	113589325	21033519	21034815	21649	7096005	327.775	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	0	1
